id,url,fullText,createdAt,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName
1897694477164191700,https://x.com/the_ayodamola/status/1897694477164191780,@symplyDAPO @cardtonic God bless you abundantly sir,2025-03-06 17:03,0,0,0,0,8,symplyDAPO,10191,10175,the_ayodamola
1897693753038532900,https://x.com/Mc_Phils/status/1897693753038532833,@symplyDAPO @cardtonic I will pick 2 also,2025-03-06 17:00,0,3,1,1,661,symplyDAPO,134042,11,Mc_Phils
1897691543512789200,https://x.com/esepalmerr/status/1897691543512789241,@iamAbiodunAA Cardtonic is great,2025-03-06 16:51,0,0,0,0,7,iamAbiodunAA,1603,1470,esepalmerr
1897691128679584000,https://x.com/Emmyzyl2003/status/1897691128679584118,@symplyDAPO @cardtonic Stay blessed,2025-03-06 16:49,0,0,0,0,11,symplyDAPO,523,1271,Emmyzyl2003
1897690955366457900,https://x.com/bello_adefunke/status/1897690955366457814,"@symplyDAPO @cardtonic Wow
Amazing ❤️",2025-03-06 16:49,0,0,0,0,26,symplyDAPO,10953,616,bello_adefunke
1897689050850685200,https://x.com/Kklazzique/status/1897689050850685180,"@symplyDAPO @cardtonic I just love the way you care about others
This is a special gift from God
You are forever blessed",2025-03-06 16:41,0,0,0,0,19,symplyDAPO,7401,6453,Kklazzique
1897687725135859700,https://x.com/Annie_john18/status/1897687725135859750,"@symplyDAPO @cardtonic God bless your kind heart for this
I pray am among lucky person also",2025-03-06 16:36,0,0,1,0,26,symplyDAPO,280,431,Annie_john18
1897683419120685000,https://x.com/ThefirstHartom/status/1897683419120685175,@symplyDAPO @cardtonic Na lie,2025-03-06 16:19,0,0,0,0,8,symplyDAPO,24,64,ThefirstHartom
1897679478089732600,https://x.com/Topkolly/status/1897679478089732503,"@symplyDAPO @cardtonic Enjoy your lunch boss

#MoneyMarch #UseCardtonic",2025-03-06 16:03,0,0,0,0,19,symplyDAPO,292,433,Topkolly
1897676347498967000,https://x.com/realhappylion/status/1897676347498967059,@symplyDAPO @cardtonic Money na water 🌊,2025-03-06 15:51,0,0,0,0,17,symplyDAPO,781,1207,realhappylion
1897675145927414000,https://x.com/arsenalbaby_/status/1897675145927414106,@symplyDAPO @cardtonic I want,2025-03-06 15:46,0,0,0,0,3,symplyDAPO,417,976,arsenalbaby_
1897672208887026000,https://x.com/JoshuaM39947852/status/1897672208887025910,@symplyDAPO @cardtonic Nice 👍,2025-03-06 15:34,0,0,0,0,11,symplyDAPO,1198,2136,JoshuaM39947852
1897671451827659000,https://x.com/wole_id91/status/1897671451827658980,@symplyDAPO @cardtonic Congratulations and more wins boss.,2025-03-06 15:31,0,0,0,0,25,symplyDAPO,137,252,wole_id91
1897669953735495700,https://x.com/Akinjoshua2017/status/1897669953735495693,@symplyDAPO @cardtonic Nice one,2025-03-06 15:25,0,0,0,0,76,symplyDAPO,43423,15663,Akinjoshua2017
1897668666449166600,https://x.com/RuthIyanu96616/status/1897668666449166637,@symplyDAPO @cardtonic That nice,2025-03-06 15:20,0,0,0,0,15,symplyDAPO,186,342,RuthIyanu96616
1897667662576001500,https://x.com/A_lumicoma/status/1897667662576001474,@symplyDAPO @cardtonic I don repost resend resave everything just for you to pick me oo,2025-03-06 15:16,0,0,0,0,42,symplyDAPO,192,694,A_lumicoma
1897668666449166600,https://x.com/RuthIyanu96616/status/1897668666449166637,@symplyDAPO @cardtonic That nice,2025-03-06 15:20,0,0,0,0,15,symplyDAPO,186,342,RuthIyanu96616
1897667662576001500,https://x.com/A_lumicoma/status/1897667662576001474,@symplyDAPO @cardtonic I don repost resend resave everything just for you to pick me oo,2025-03-06 15:16,0,0,0,0,42,symplyDAPO,192,694,A_lumicoma
1897667623132832000,https://x.com/mola1357667371/status/1897667623132832092,@symplyDAPO @cardtonic I don dey here since yesterday boss you fit check Abeg boss,2025-03-06 15:16,0,0,0,0,25,symplyDAPO,3,87,mola1357667371
1897667017454375400,https://x.com/Folasheycrown22/status/1897667017454375368,@symplyDAPO @cardtonic See update,2025-03-06 15:14,0,0,0,0,98,symplyDAPO,218036,3448,Folasheycrown22
1897666129314689300,https://x.com/Wizebaba/status/1897666129314689264,@symplyDAPO @cardtonic Pick me,2025-03-06 15:10,0,0,1,0,97,symplyDAPO,77969,2711,Wizebaba
1897665211131150800,https://x.com/Mustapha_mm1/status/1897665211131150728,"@symplyDAPO @cardtonic @Cardtonic is there to serve you better. A trial will convince you
🫱🏽‍🫲🏻 #UseCardtonic",2025-03-06 15:06,0,0,0,0,15,symplyDAPO,2916,3141,Mustapha_mm1
1897663858086392300,https://x.com/prayer_saved_me/status/1897663858086392231,@symplyDAPO @cardtonic that your friend no get sister 😌,2025-03-06 15:01,0,0,0,0,10,symplyDAPO,1665,0,prayer_saved_me
1897663185114517800,https://x.com/TitilopeAjoke3/status/1897663185114517874,@symplyDAPO @Hybrid_Ola @cardtonic Am number 1 😋,2025-03-06 14:58,0,0,0,0,15,symplyDAPO,670,1594,TitilopeAjoke3
1897662471785034000,https://x.com/Hybrid_Ola/status/1897662471785034073,@symplyDAPO @cardtonic The rate is very good,2025-03-06 14:56,0,0,1,0,151,symplyDAPO,27997,4667,Hybrid_Ola
1897662314901279200,https://x.com/MizAnjie/status/1897662314901279127,@symplyDAPO @cardtonic Big wins,2025-03-06 14:55,0,0,0,0,39,symplyDAPO,44927,203,MizAnjie
1897662068192334000,https://x.com/TriboseT/status/1897662068192334103,"@symplyDAPO @cardtonic God bless your kind heart for this
I pray am among lucky person",2025-03-06 14:54,0,0,0,1,2871,symplyDAPO,594,1681,TriboseT
1897661559138136300,https://x.com/SntBroseph/status/1897661559138136391,"@symplyDAPO @cardtonic Congrats bruh
You deserve everything

You dey always turn up for people",2025-03-06 14:52,0,0,0,0,13,symplyDAPO,2207,4506,SntBroseph
1897660763445019100,https://x.com/donsaso1111/status/1897660763445019110,"@symplyDAPO @cardtonic #MoneyMarch 🫱🏽‍🫲🏻 #UseCardtonic

Pick me  please",2025-03-06 14:49,0,0,0,0,11,symplyDAPO,131,620,donsaso1111
1897660705408422100,https://x.com/Emilo_merchant/status/1897660705408422105,@symplyDAPO @cardtonic U sef dn try 👍🫂,2025-03-06 14:49,0,0,0,0,25,symplyDAPO,2904,4455,Emilo_merchant
1897659634598412300,https://x.com/TheUnknown_Son/status/1897659634598412391,"@symplyDAPO @cardtonic Much love ❤️ 🫂🫂🫂

6360242260

Moniepoint

Togap",2025-03-06 14:44,0,0,0,0,15,symplyDAPO,3692,4321,TheUnknown_Son
1897659463374353000,https://x.com/KhayLarge/status/1897659463374352863,"@symplyDAPO @cardtonic God bless the sponsor

8522335327
Adekunle
SterlingBank",2025-03-06 14:44,0,0,0,0,16,symplyDAPO,548,672,KhayLarge
1897658360293462300,https://x.com/Robdavy98/status/1897658360293462164,"@symplyDAPO @cardtonic Abeg pick me,i empty",2025-03-06 14:39,0,0,0,0,45,symplyDAPO,150,1327,Robdavy98
1897658143154241500,https://x.com/idristolulope2/status/1897658143154241577,"@symplyDAPO @cardtonic Lovely, I pick me in Jesus name..blow powder 😁😁😁 https://t.co/1KRndGKsNa",2025-03-06 14:38,0,0,0,1,1515,symplyDAPO,113,947,idristolulope2
1897657893295419400,https://x.com/ObidiweC/status/1897657893295419501,"@symplyDAPO @cardtonic I'm here my oga🙇‍♂️🙇‍♂️

7025644231
opay",2025-03-06 14:37,0,0,0,0,25,symplyDAPO,56,102,ObidiweC
1897657637979804000,https://x.com/simo7470/status/1897657637979803941,@symplyDAPO @cardtonic Been using them since 💯,2025-03-06 14:36,0,0,0,0,28,symplyDAPO,416,605,simo7470
1897657534451724500,https://x.com/simo7470/status/1897657534451724650,@symplyDAPO @cardtonic Please bless me boss 🥹🙏,2025-03-06 14:36,0,0,0,0,27,symplyDAPO,416,605,simo7470
1897657444957868300,https://x.com/symplyDAPO/status/1897657444957868320,"After seeing my post about @cardtonic sweet gift card rate yesterday, my friend just sold his USA Sephora Physical gift card at a rate of ₦1,055/1$ with them and decided to send me lunch money.

I will pick 2 people in the CS to share it with😍😍

#MoneyMarch 🫱🏽‍🫲🏻 #UseCardtonic https://t.co/1PmjXr1pFe",2025-03-06 14:36,32,44,89,1,21265,,307469,11960,symplyDAPO
1897652006761718000,https://x.com/figo_regime/status/1897652006761718062,@cardtonic it is better you reply my dm before I send proof to verydarkman and get justice and Nigeria will stop trading with you,2025-03-06 14:14,0,0,0,0,6,cardtonic,352,2469,figo_regime
1897651837181874700,https://x.com/figo_regime/status/1897651837181874630,@cardtonic you guys ripped me,2025-03-06 14:13,0,0,0,0,3,cardtonic,352,2469,figo_regime
1897574605088252200,https://x.com/cardtonic/status/1897574605088252277,"@Sammyclef101 Apologies for any inconvenience caused, boss. Your dm has been attended to, kindly check.",2025-03-06 09:06,0,0,0,0,18,Sammyclef101,15751,48,cardtonic
1897574479246549500,https://x.com/cardtonic/status/1897574479246549443,@John70944471850 @Pauloskyy0 Apologies boss.,2025-03-06 09:06,0,0,0,0,15,John70944471850,15751,48,cardtonic
1897574380688822800,https://x.com/cardtonic/status/1897574380688822706,"@EDominions80621 @symplyDAPO Hello boss, we sincerely apologize for any inconvenience you might have experienced.",2025-03-06 09:06,0,0,0,0,25,EDominions80621,15751,48,cardtonic
1897549202885894700,https://x.com/JustDirmax/status/1897549202885894548,@symplyDAPO @cardtonic Make sense,2025-03-06 07:25,0,0,0,0,17,symplyDAPO,57231,2065,JustDirmax
1897547925200199700,https://x.com/iamDjSteve/status/1897547925200199782,"@iamAbiodunAA @cardtonic there rates are way better than @chippercashapp infact i had to deactivate and delete the chipper app, greedy bastards",2025-03-06 07:20,0,0,1,0,7,iamAbiodunAA,513,569,iamDjSteve
1897467623907946500,https://x.com/adesinaKush/status/1897467623907946508,@symplyDAPO @cardtonic How did you trade for it.,2025-03-06 02:01,0,0,0,0,23,symplyDAPO,906,5514,adesinaKush
1897426917365543200,https://x.com/_ABBAS_01/status/1897426917365543277,Cardtonic pay me my money,2025-03-05 23:20,0,2,1,2,291,,1074,468,_ABBAS_01
1897416589034840300,https://x.com/John70944471850/status/1897416589034840412,@cardtonic @Pauloskyy0 You guys should work on your app.. ona dey take forever to pay and e no sharp😡😡😡,2025-03-05 22:39,0,1,1,0,14,cardtonic,9,148,John70944471850
1897407702151913700,https://x.com/OhICanChangeIt/status/1897407702151913762,@iamAbiodunAA Cardtonic!,2025-03-05 22:03,0,0,0,0,9,iamAbiodunAA,2174,3134,OhICanChangeIt
1897397623306465500,https://x.com/EDominions80621/status/1897397623306465549,@symplyDAPO @cardtonic They're very slow in trading and payments,2025-03-05 21:23,0,1,0,0,46,symplyDAPO,35,501,EDominions80621
1897330094341022200,https://x.com/noname107711/status/1897330094341022166,"@_iamtolulope @CardHubTop Gift card trading surged in Nigeria, with platforms like Cardtonic gaining popularity.",2025-03-05 16:55,0,0,1,0,13,_iamtolulope,14859,14574,noname107711
1897328883340542200,https://x.com/JohnAjile/status/1897328883340542105,@symplyDAPO @cardtonic I have tried doing it but I don't the how to do it.,2025-03-05 16:50,0,0,0,0,110,symplyDAPO,120,1221,JohnAjile
1897322961226621400,https://x.com/yk_judd/status/1897322961226621314,"Cardtonic.

very fast and seamless—also very  reasonable rates.",2025-03-05 16:26,0,0,1,0,98,,954,206,yk_judd
1897317647790039300,https://x.com/AyodejiMusty/status/1897317647790039311,@iamAbiodunAA Cardtonic is the best,2025-03-05 16:05,0,0,0,0,14,iamAbiodunAA,129,975,AyodejiMusty
1897311009532207400,https://x.com/_therealebi/status/1897311009532207360,@iamAbiodunAA Cardtonic,2025-03-05 15:39,0,0,0,0,21,iamAbiodunAA,387,959,_therealebi
1897302470306750500,https://x.com/x_eaa9tkirr/status/1897302470306750521,@symplyDAPO @cardtonic Trading gift cards can reveal hidden treasures. 💰,2025-03-05 15:05,0,0,0,0,142,symplyDAPO,151,231,x_eaa9tkirr
1897299492287996000,https://x.com/FuK_Yeah/status/1897299492287996030,@symplyDAPO @cardtonic Love this story! You're killing it! 😄,2025-03-05 14:53,0,0,0,0,155,symplyDAPO,1066,66,FuK_Yeah
1897299118277714000,https://x.com/TeejayMaya/status/1897299118277713975,@iamAbiodunAA Try @cardtonic so far so good,2025-03-05 14:52,0,0,2,0,94,iamAbiodunAA,1580,5020,TeejayMaya
1897297372151210000,https://x.com/Iamkingsleyf/status/1897297372151210080,"@copy_null @iamAbiodunAA My coz been mention cardtonic or something.
The thing is, any USD card will work work but you need to change your store to US and use US address that is easy if you go with Geegpay or grey",2025-03-05 14:45,0,1,1,0,300,copy_null,3320,2563,Iamkingsleyf
1897289581634154800,https://x.com/Mustapha_mm1/status/1897289581634154847,@symplyDAPO @cardtonic Noted,2025-03-05 14:14,0,0,0,0,45,symplyDAPO,2917,3141,Mustapha_mm1
1897288252215976200,https://x.com/Folasheycrown22/status/1897288252215976218,@symplyDAPO @cardtonic Nice one,2025-03-05 14:09,0,0,1,0,266,symplyDAPO,218048,3448,Folasheycrown22
1897287647590277400,https://x.com/mola1357667371/status/1897287647590277496,@symplyDAPO @cardtonic Egbon just do me 10k make I eat good with my mama for here self,2025-03-05 14:06,0,0,0,0,215,symplyDAPO,3,87,mola1357667371
1897286735354380800,https://x.com/MizAnjie/status/1897286735354380761,@symplyDAPO @cardtonic Will check it out,2025-03-05 14:03,0,0,1,0,186,symplyDAPO,44930,203,MizAnjie
1897285084262347000,https://x.com/Alaba589/status/1897285084262347121,@symplyDAPO @cardtonic Dapsy latest Ego foreign 🔥🔥🔥,2025-03-05 13:56,0,0,1,0,334,symplyDAPO,35655,3010,Alaba589
1897285054340157400,https://x.com/_itarex/status/1897285054340157445,@symplyDAPO @cardtonic Your friend sabi,2025-03-05 13:56,0,0,0,0,185,symplyDAPO,20101,6108,_itarex
1897284373634003000,https://x.com/I_Chinemelum/status/1897284373634002988,"@symplyDAPO @cardtonic Make men taste this food nau, egbon.
Since morning https://t.co/2xpcg5A6MS",2025-03-05 13:53,0,0,0,0,96,symplyDAPO,2253,2712,I_Chinemelum
1897284318101430500,https://x.com/Wizebaba/status/1897284318101430410,@symplyDAPO @cardtonic I use them,2025-03-05 13:53,0,0,1,0,371,symplyDAPO,77964,2711,Wizebaba
1897667623132832000,https://x.com/mola1357667371/status/1897667623132832092,@symplyDAPO @cardtonic I don dey here since yesterday boss you fit check Abeg boss,2025-03-06 15:16,0,0,0,0,25,symplyDAPO,3,87,mola1357667371
1897667017454375400,https://x.com/Folasheycrown22/status/1897667017454375368,@symplyDAPO @cardtonic See update,2025-03-06 15:14,0,0,0,0,98,symplyDAPO,218048,3448,Folasheycrown22
1897666129314689300,https://x.com/Wizebaba/status/1897666129314689264,@symplyDAPO @cardtonic Pick me,2025-03-06 15:10,0,0,1,0,97,symplyDAPO,77964,2711,Wizebaba
1897665211131150800,https://x.com/Mustapha_mm1/status/1897665211131150728,"@symplyDAPO @cardtonic @Cardtonic is there to serve you better. A trial will convince you
🫱🏽‍🫲🏻 #UseCardtonic",2025-03-06 15:06,0,0,0,0,15,symplyDAPO,2917,3141,Mustapha_mm1
1897663858086392300,https://x.com/prayer_saved_me/status/1897663858086392231,@symplyDAPO @cardtonic that your friend no get sister 😌,2025-03-06 15:01,0,0,0,0,10,symplyDAPO,1665,0,prayer_saved_me
1897663185114517800,https://x.com/TitilopeAjoke3/status/1897663185114517874,@symplyDAPO @Hybrid_Ola @cardtonic Am number 1 😋,2025-03-06 14:58,0,0,0,0,15,symplyDAPO,670,1594,TitilopeAjoke3
1897662471785034000,https://x.com/Hybrid_Ola/status/1897662471785034073,@symplyDAPO @cardtonic The rate is very good,2025-03-06 14:56,0,0,1,0,151,symplyDAPO,27997,4667,Hybrid_Ola
1897662314901279200,https://x.com/MizAnjie/status/1897662314901279127,@symplyDAPO @cardtonic Big wins,2025-03-06 14:55,0,0,0,0,39,symplyDAPO,44930,203,MizAnjie
1897662068192334000,https://x.com/TriboseT/status/1897662068192334103,"@symplyDAPO @cardtonic God bless your kind heart for this
I pray am among lucky person",2025-03-06 14:54,0,0,0,1,2871,symplyDAPO,594,1681,TriboseT
1897661559138136300,https://x.com/SntBroseph/status/1897661559138136391,"@symplyDAPO @cardtonic Congrats bruh
You deserve everything

You dey always turn up for people",2025-03-06 14:52,0,0,0,0,13,symplyDAPO,2207,4506,SntBroseph
1897660763445019100,https://x.com/donsaso1111/status/1897660763445019110,"@symplyDAPO @cardtonic #MoneyMarch 🫱🏽‍🫲🏻 #UseCardtonic

Pick me  please",2025-03-06 14:49,0,0,0,0,11,symplyDAPO,131,620,donsaso1111
1897660705408422100,https://x.com/Emilo_merchant/status/1897660705408422105,@symplyDAPO @cardtonic U sef dn try 👍🫂,2025-03-06 14:49,0,0,0,0,25,symplyDAPO,2904,4455,Emilo_merchant
1897659634598412300,https://x.com/TheUnknown_Son/status/1897659634598412391,"@symplyDAPO @cardtonic Much love ❤️ 🫂🫂🫂

6360242260

Moniepoint

Togap",2025-03-06 14:44,0,0,0,0,15,symplyDAPO,3692,4321,TheUnknown_Son
1897659463374353000,https://x.com/KhayLarge/status/1897659463374352863,"@symplyDAPO @cardtonic God bless the sponsor

8522335327
Adekunle
SterlingBank",2025-03-06 14:44,0,0,0,0,16,symplyDAPO,548,672,KhayLarge
1897658360293462300,https://x.com/Robdavy98/status/1897658360293462164,"@symplyDAPO @cardtonic Abeg pick me,i empty",2025-03-06 14:39,0,0,0,0,45,symplyDAPO,150,1327,Robdavy98
1897658143154241500,https://x.com/idristolulope2/status/1897658143154241577,"@symplyDAPO @cardtonic Lovely, I pick me in Jesus name..blow powder 😁😁😁 https://t.co/1KRndGKsNa",2025-03-06 14:38,0,0,0,1,1515,symplyDAPO,113,947,idristolulope2
1897657893295419400,https://x.com/ObidiweC/status/1897657893295419501,"@symplyDAPO @cardtonic I'm here my oga🙇‍♂️🙇‍♂️

7025644231
opay",2025-03-06 14:37,0,0,0,0,25,symplyDAPO,56,102,ObidiweC
1897657637979804000,https://x.com/simo7470/status/1897657637979803941,@symplyDAPO @cardtonic Been using them since 💯,2025-03-06 14:36,0,0,0,0,28,symplyDAPO,416,605,simo7470
1897657534451724500,https://x.com/simo7470/status/1897657534451724650,@symplyDAPO @cardtonic Please bless me boss 🥹🙏,2025-03-06 14:36,0,0,0,0,27,symplyDAPO,416,605,simo7470
1897657444957868300,https://x.com/symplyDAPO/status/1897657444957868320,"After seeing my post about @cardtonic sweet gift card rate yesterday, my friend just sold his USA Sephora Physical gift card at a rate of ₦1,055/1$ with them and decided to send me lunch money.

I will pick 2 people in the CS to share it with😍😍

#MoneyMarch 🫱🏽‍🫲🏻 #UseCardtonic https://t.co/1PmjXr1pFe",2025-03-06 14:36,32,44,89,1,21265,,307465,11960,symplyDAPO
