id,url,tweet,date,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName,cleaned_words,month_year,sentiment,confidence,polarity
1896587194661532200,https://x.com/Pauloskyy0/status/1896587194661532080,now my problem is that i am having problems with my pin they are saying only whole numbers are allowed  omo this cardtonic no real again im done trading with them,2025-03-03 15:43:00,0,1,0,0,20.0,John70944471850,1175,1195,Pauloskyy0,problem problems pin saying whole numbers allowed omo cardtonic real done trading,2025-03,negative,0.91659516,-1
1896584790536802800,https://x.com/Pauloskyy0/status/1896584790536802752,why dem no want make i withdraw now hmm i no come get trust again o,2025-03-03 15:33:00,0,1,0,0,16.0,0doubt_1,1175,1195,Pauloskyy0,dem want withdraw hmm come get trust,2025-03,negative,0.56909406,-1
1896578728643404000,https://x.com/Pauloskyy0/status/1896578728643403993,i have a problem with you guys,2025-03-03 15:09:00,0,0,0,0,16.0,cardtonic,1176,1196,Pauloskyy0,problem guys,2025-03,negative,0.97438306,-1
1896490583579058700,https://x.com/sisyice_cream/status/1896490583579058685,i have sent you a mtext but you havent respond,2025-03-03 09:19:00,0,1,0,0,40.0,cardtonic,21540,280,sisyice_cream,sent mtext havent respond,2025-03,negative,0.60798305,-1
1896334092335264000,https://x.com/sisyice_cream/status/1896334092335264038,your card is not acceptable on x,2025-03-02 22:57:00,0,1,0,0,43.0,cardtonic,21540,280,sisyice_cream,card acceptable x,2025-03,negative,0.9560973,-1
1895803599651029000,https://x.com/Pengpappi_xo/status/1895803599651029006,you dont reply dms,2025-03-01 11:49:00,0,1,1,0,17.0,cardtonic,43431,720,Pengpappi_xo,reply dms,2025-03,negative,0.51607543,-1
1895560393717924000,https://x.com/1313_Hedge/status/1895560393717924066,in all you do this march make sure you stay far from  those folks are thieves,2025-02-28 19:43:00,0,1,0,0,85.0,Mrbankstips,124,207,1313_Hedge,march sure stay far folks thieves,2025-02,negative,0.61926794,-1
1895560187068760300,https://x.com/1313_Hedge/status/1895560187068760246,scam,2025-02-28 19:42:00,0,0,0,0,18.0,cardtonic,124,207,1313_Hedge,scam,2025-02,negative,0.7522597,-1
1895560017618895000,https://x.com/1313_Hedge/status/1895560017618895075,scam,2025-02-28 19:41:00,0,0,0,0,64.0,TecheconomyNG,124,207,1313_Hedge,scam,2025-02,negative,0.7522597,-1
1895558140730761500,https://x.com/1313_Hedge/status/1895558140730761577,scam,2025-02-28 19:34:00,0,1,0,0,18.0,javeon_10,124,207,1313_Hedge,scam,2025-02,negative,0.7522597,-1
1895557915337244700,https://x.com/1313_Hedge/status/1895557915337244789,scam,2025-02-28 19:33:00,0,0,0,0,18.0,cardtonic,124,207,1313_Hedge,scam,2025-02,negative,0.7522597,-1
1895557235025330200,https://x.com/1313_Hedge/status/1895557235025330275,why do yall just like to scam,2025-02-28 19:30:00,0,0,0,0,27.0,cardtonic,124,207,1313_Hedge,yall like scam,2025-02,negative,0.94218063,-1
1895508569946292500,https://x.com/fabluxalex/status/1895508569946292469,you are not longer replying me again the issue no gree rectify,2025-02-28 16:17:00,0,2,0,0,46.0,cardtonic,114,173,fabluxalex,longer replying issue gree rectify,2025-02,negative,0.79771465,-1
1895417770281730300,https://x.com/aimiebenomon/status/1895417770281730327,im trying to subscribe to x premium and i keep getting this errori have tried  dollar cards already from  and evertryany ideas please,2025-02-28 10:16:00,0,2,0,0,119.0,,42,230,aimiebenomon,trying subscribe x premium keep getting errori tried dollar cards already evertryany ideas please,2025-02,negative,0.7527832,-1
1895329002455474700,https://x.com/fabluxalex/status/1895329002455474607,already how  who i have never had issues with razer gold card since years you guys traded my card this morning and telling me this bullshit,2025-02-28 04:23:00,0,0,0,0,31.0,fabluxalex,114,173,fabluxalex,already never issues razer gold card since years guys traded card morning telling bullshit,2025-02,negative,0.78683114,-1
1895328695986135300,https://x.com/fabluxalex/status/1895328695986135184,this people ripped my two dollars card that my gf just bought at walmart we were chatting why she went in and bought the card got to the parking lot scratched the card and sent to my why she was in the car only for this people to trade my card and told me it has been redeemed,2025-02-28 04:22:00,0,1,0,0,45.0,Salam__Olayemi,114,173,fabluxalex,people ripped two dollars card gf bought walmart chatting went bought card got parking lot scratched card sent car people trade card told redeemed,2025-02,negative,0.62704253,-1
1895328136293916700,https://x.com/fabluxalex/status/1895328136293916727,you guys are bunch of scammers  fod will judge each and everyone of you,2025-02-28 04:20:00,0,0,0,0,18.0,cardtonic,114,173,fabluxalex,guys bunch scammers fod judge everyone,2025-02,negative,0.961412,-1
1895239607178150100,https://x.com/fabluxalex/status/1895239607178150153,you guys should better fund me right now a  brand new card that was just bought now i traded with you guys on your app and after about  minutes you are telling me the card has was  rejected  redeemed already please if you guys started this nonsense  better,2025-02-27 22:28:00,0,2,0,0,69.0,cardtonic,114,173,fabluxalex,guys better fund right brand new card bought traded guys app minutes telling card rejected redeemed already please guys started nonsense better,2025-02,negative,0.8631006,-1
1894919946242794000,https://x.com/Wizzyboy332/status/1894919946242793933,what is wrong with you guys my transaction have been delay for more than  hour attend to me and release my money for me now,2025-02-27 01:18:00,0,2,0,0,27.0,cardtonic,1192,1767,Wizzyboy332,wrong guys transaction delay hour attend release money,2025-02,negative,0.922724,-1
1894797866440261600,https://x.com/Jasperadewale01/status/1894797866440261743,you people are too slow in trading and crediting,2025-02-26 17:13:00,0,3,0,0,55.0,cardtonic,390,505,Jasperadewale01,people slow trading crediting,2025-02,negative,0.947247,-1
1894306029304709000,https://x.com/Kiwhisuprema/status/1894306029304709215,you have not responded to my query why am i unable to make a comment on the telegram channels,2025-02-25 08:38:00,0,2,0,0,17.0,cardtonic,150,1675,Kiwhisuprema,responded query unable comment telegram channels,2025-02,negative,0.82477295,-1
1894141503796056300,https://x.com/UnlimitedPAGE/status/1894141503796056442,after how many times just accept you guys are scammers i contacted google already and i was told the card is not on their records,2025-02-24 21:45:00,0,0,0,0,31.0,cardtonic,100,797,UnlimitedPAGE,many times accept guys scammers contacted google already told card records,2025-02,negative,0.91243905,-1
1894079824764846000,https://x.com/Peter_Ayo01/status/1894079824764846178,how come im not part of the winners,2025-02-24 17:39:00,0,1,0,0,40.0,cardtonic,15,262,Peter_Ayo01,come part winners,2025-02,negative,0.5000391,-1
1894013502144049400,https://x.com/UnlimitedPAGE/status/1894013502144049433,your soul is lost,2025-02-24 13:16:00,0,0,0,0,17.0,obene_paul2023,100,797,UnlimitedPAGE,soul lost,2025-02,negative,0.8840964,-1
1894000173522567400,https://x.com/SparlexO12765/status/1894000173522567433,bloody scammers no one should patronize this guys are scammers,2025-02-24 12:23:00,0,1,1,0,22.0,cardtonic,487,102,SparlexO12765,bloody scammers patronize guys scammers,2025-02,negative,0.97801155,-1
1893987260757889300,https://x.com/Iam_cartel1/status/1893987260757889254,dont know how you guys are going to address this fruad how will i upload a card after  minutes youll come up with a response to reupload for another rate uploading it again the card was already used,2025-02-24 11:32:00,0,1,0,0,27.0,cardtonic,118,393,Iam_cartel1,guys going address fruad upload card minutes youll come response reupload another rate uploading card already used,2025-02,negative,0.64797646,-1
1893877989797974500,https://x.com/fuckpolice0/status/1893877989797974451,train dey run for ur head bro ur head just empty,2025-02-24 04:17:00,0,0,0,0,8.0,obene_paul2023,164,722,fuckpolice0,train dey run ur head bro ur head empty,2025-02,negative,0.61341107,-1
1893783074724303000,https://x.com/UnlimitedPAGE/status/1893783074724303223,mumu keep your phone off you no get good talk from your so called brain na everyone dey scam i cant buy gift cards to load on my phone it a must i do scam like your papa,2025-02-23 22:00:00,0,1,0,0,37.0,obene_paul2023,100,797,UnlimitedPAGE,mumu keep phone get good talk called brain everyone dey scam buy gift cards load phone must scam like papa,2025-02,negative,0.87618786,-1
1893557799705043200,https://x.com/obene_paul2023/status/1893557799705043253,as u scam person na so dem scam u too so no vex,2025-02-23 07:05:00,0,1,4,0,79.0,UnlimitedPAGE,39,67,obene_paul2023,scam person dem scam vex,2025-02,negative,0.7669987,-1
1893550413300846600,https://x.com/UnlimitedPAGE/status/1893550413300846706,i was told this  that they are scam but i never believed till i get my own scam experience with them dey sold to be a card they knew was bad they took my money just for nothing,2025-02-23 06:36:00,0,3,2,0,680.0,SavvyRinu,100,797,UnlimitedPAGE,told scam never believed till get scam experience dey sold card knew bad took money nothing,2025-02,negative,0.8988907,-1
1893550218768970200,https://x.com/UnlimitedPAGE/status/1893550218768970227,i was told this  that they are scam but i never believed till i get my own scam experience with them dey sold to be a card they knew was bad they took my money just for nothing,2025-02-23 06:35:00,0,3,2,0,1397.0,instablog9ja,100,797,UnlimitedPAGE,told scam never believed till get scam experience dey sold card knew bad took money nothing,2025-02,negative,0.8988907,-1
1893550111071883300,https://x.com/UnlimitedPAGE/status/1893550111071883392,i was told this  that they are scam but i never believed till i get my own scam experience with them dey sold to be a card they knew was bad they took my money just for nothing,2025-02-23 06:35:00,0,1,1,0,71.0,elonmusk,100,797,UnlimitedPAGE,told scam never believed till get scam experience dey sold card knew bad took money nothing,2025-02,negative,0.8988907,-1
1893146703458349600,https://x.com/Chikamso118088/status/1893146703458349485,is this app scam or what i downloaded this app yesterday and requested for my virtual account number which the app gave mei made a payment of  and for the past  hours i have not seen my money in the app to make use of it i will report this app,2025-02-22 03:52:00,0,0,0,0,24.0,cardtonic,0,8,Chikamso118088,app scam downloaded app yesterday requested virtual account number app gave mei made payment past hours seen money app use report app,2025-02,negative,0.86614394,-1
1892890091879616500,https://x.com/Amoojnr06/status/1892890091879616554,scam app,2025-02-21 10:52:00,0,0,0,0,4.0,cardtonic,1,30,Amoojnr06,scam app,2025-02,negative,0.91611606,-1
1892889961310908400,https://x.com/Amoojnr06/status/1892889961310908509,scam app,2025-02-21 10:51:00,0,1,0,0,20.0,javeon_10,1,30,Amoojnr06,scam app,2025-02,negative,0.91611606,-1
1892889308807246000,https://x.com/Amoojnr06/status/1892889308807246207,omo brothey scam me nowi uploaded newly bought card now and it was show redeem,2025-02-21 10:49:00,0,0,0,0,79.0,Sand17494George,1,30,Amoojnr06,omo brothey scam nowi uploaded newly bought card show redeem,2025-02,negative,0.81840646,-1
1892888259933380900,https://x.com/Amoojnr06/status/1892888259933380826,they are fucking scammer you people scam me,2025-02-21 10:45:00,0,1,0,0,43.0,SparlexO12765,1,30,Amoojnr06,fucking scammer people scam,2025-02,negative,0.9808282,-1
1892887818214502400,https://x.com/Amoojnr06/status/1892887818214502414,bro they scam me now also cant believe you people are scammer,2025-02-21 10:43:00,0,1,1,0,48.0,Gonninn1,1,30,Amoojnr06,bro scam also believe people scammer,2025-02,negative,0.97599,-1
1892882823704437000,https://x.com/Amoojnr06/status/1892882823704436998,dont ever trade with  are thief,2025-02-21 10:23:00,0,1,1,0,37.0,,1,30,Amoojnr06,ever trade thief,2025-02,negative,0.7835135,-1
1892704173629534500,https://x.com/Gonninn1/status/1892704173629534531,broo ive never seen bigger scammers than the people running this  app i cant believe my eyes ah their virtual dollar card and other services be complete scam run,2025-02-20 22:33:00,0,4,3,0,366.0,,964,1274,Gonninn1,broo ive never seen bigger scammers people running app believe eyes ah virtual dollar card services complete scam run,2025-02,negative,0.96911854,-1
1892156832124170500,https://x.com/kojibucks/status/1892156832124170387,shut up,2025-02-19 10:18:00,0,2,0,0,8.0,cardtonic,114,414,kojibucks,shut,2025-02,negative,0.68386567,-1
1892032550689763800,https://x.com/kojibucks/status/1892032550689763740,go and send me my money now you wont like the outcome,2025-02-19 02:04:00,0,0,0,0,6.0,cardtonic,114,414,kojibucks,send money wont like outcome,2025-02,negative,0.82973224,-1
1892032382917587200,https://x.com/kojibucks/status/1892032382917587200,plus one thing is if u are trading giftcard with them at a point they will try to scam you thats why they want to do to me im going to call them out and involve very dark man maybe they should close their scammy company,2025-02-19 02:04:00,0,0,0,0,24.0,kojibucks,114,414,kojibucks,plus thing trading giftcard point try scam thats want going call involve dark man maybe close scammy company,2025-02,negative,0.916912,-1
1892031988107768300,https://x.com/kojibucks/status/1892031988107768272,did they say it didnt work at first  i just sent them a razer gold card and they told me it has been used of which is a lie the card was ordered straight to my email i have traded alot of cards with them i told them to provide the time they couldnt do it,2025-02-19 02:02:00,0,2,0,0,43.0,JohnDavid12520,114,414,kojibucks,say didnt work first sent razer gold card told used lie card ordered straight email traded alot cards told provide time couldnt,2025-02,negative,0.6310992,-1
1892031518337278200,https://x.com/kojibucks/status/1892031518337278260,no theyre not you need to stop promoting fraudulent businesses people are falling victim to this,2025-02-19 02:00:00,0,1,0,0,14.0,david_sleek,114,414,kojibucks,theyre need stop promoting fraudulent businesses people falling victim,2025-02,negative,0.9346946,-1
1891603725522801000,https://x.com/thisislotanna/status/1891603725522800828,what card can i use to pay for symphonic distrothey arent accepting my cardtonicpls dont air,2025-02-17 21:40:00,0,1,0,0,89.0,,344,289,thisislotanna,card use pay symphonic distrothey arent accepting cardtonicpls air,2025-02,negative,0.8937587,-1
1891578758911410700,https://x.com/thisislotanna/status/1891578758911410621,my dollar card was terminated without consenti need my money asapp wtffff,2025-02-17 20:01:00,0,2,0,0,23.0,cardtonic,344,289,thisislotanna,dollar card terminated without consenti need money asapp wtffff,2025-02,negative,0.9224295,-1
1891054860599988200,https://x.com/david_sleek/status/1891054860599988313,stop promoting fraudulent businesses,2025-02-16 09:19:00,0,0,0,0,18.0,Iam_InnocentTe,494,576,david_sleek,stop promoting fraudulent businesses,2025-02,negative,0.9250841,-1
1891054615757504800,https://x.com/david_sleek/status/1891054615757504648,no theyre not you need to stop promoting fraudulent businesses people are falling victim to this,2025-02-16 09:18:00,0,2,0,0,31.0,TecheconomyNG,494,576,david_sleek,theyre need stop promoting fraudulent businesses people falling victim,2025-02,negative,0.9346946,-1
1891054403735433200,https://x.com/david_sleek/status/1891054403735433306,stop promoting fraudulent businesses like,2025-02-16 09:17:00,0,1,0,0,66.0,TecheconomyNG,494,576,david_sleek,stop promoting fraudulent businesses like,2025-02,negative,0.92048067,-1
1891053234715857400,https://x.com/david_sleek/status/1891053234715857310,this company is a fraud if youre thinking about using their services please dont you dont have to make the mistake others like me made run away from cardtonic,2025-02-16 09:13:00,0,0,0,0,14.0,cardtonic,494,576,david_sleek,company fraud youre thinking using services please mistake others like made run away cardtonic,2025-02,negative,0.9643929,-1
1890914179604730000,https://x.com/Waymaker990/status/1890914179604730078,kindly refund my money back to me your platform is now scamming people off thier money,2025-02-16 00:00:00,0,1,0,0,6.0,cardtonic,5,62,Waymaker990,kindly refund money back platform scamming people thier money,2025-02,negative,0.95487016,-1
1890556701369155800,https://x.com/Jebzy5/status/1890556701369155753,whats wrong with you people application ive been trying to withdraw my funds for the past hrs now but it just bringing pending since for the past hrs whats happening nothing should happen to my money ooo,2025-02-15 00:20:00,0,2,0,0,25.0,cardtonic,9,6,Jebzy5,whats wrong people application ive trying withdraw funds past hrs bringing pending since past hrs whats happening nothing happen money ooo,2025-02,negative,0.94649696,-1
1890556081929171200,https://x.com/Jebzy5/status/1890556081929171286,whats wrong with you people application ive been trying to withdraw my funds for the past hrs now but it just bringing pending since for the past hrs whats happening,2025-02-15 00:17:00,0,0,0,0,38.0,cardtonic,9,6,Jebzy5,whats wrong people application ive trying withdraw funds past hrs bringing pending since past hrs whats happening,2025-02,negative,0.91974956,-1
1889927840365531400,https://x.com/winningdpool/status/1889927840365531354,make god punish una  i dey see for this video,2025-02-13 06:41:00,0,0,0,0,24.0,cardtonic,42,258,winningdpool,god punish una dey video,2025-02,negative,0.69227135,-1
1889927438672834600,https://x.com/winningdpool/status/1889927438672834683,dem be thief,2025-02-13 06:39:00,0,0,0,0,28.0,onlysonovGod,42,258,winningdpool,dem thief,2025-02,negative,0.61807185,-1
1889739610164503000,https://x.com/bastoempire_/status/1889739610164502975,you guys ripped me off i trade two steam card on ur platform and claiming that the card i traded came back bad your staff will intentionally reject card and use it then claim it was a bad card,2025-02-12 18:13:00,0,1,0,0,28.0,cardtonic,1794,1277,bastoempire_,guys ripped trade two steam card ur platform claiming card traded came back bad staff intentionally reject card use claim bad card,2025-02,negative,0.9409377,-1
1889736327463113200,https://x.com/bastoempire_/status/1889736327463113176,is the biggest scam platform they ripped me out of two steam cards claiming that the card i traded today came back bad you already loaded my card,2025-02-12 18:00:00,0,0,0,1,54.0,cardtonic,1794,1277,bastoempire_,biggest scam platform ripped two steam cards claiming card traded today came back bad already loaded card,2025-02,negative,0.9527769,-1
1889583942862266600,https://x.com/John70944471850/status/1889583942862266689,anyone else finding it difficult to withdraw from  because ive been trying to withdraw since am and its showing processing,2025-02-12 07:54:00,0,2,1,0,265.0,,9,148,John70944471850,anyone else finding difficult withdraw ive trying withdraw since showing processing,2025-02,negative,0.59655106,-1
1889524786847457500,https://x.com/John70944471850/status/1889524786847457503,whats wrong with your app,2025-02-12 03:59:00,0,0,0,0,19.0,cardtonic,9,148,John70944471850,whats wrong app,2025-02,negative,0.953586,-1
1889524716995535000,https://x.com/John70944471850/status/1889524716995534998,i cant withdraw my funds for hours now,2025-02-12 03:59:00,0,9,3,0,75.0,cardtonic,9,148,John70944471850,withdraw funds hours,2025-02,negative,0.92320937,-1
1889083683358871600,https://x.com/HarryJ24686/status/1889083683358871573,i dont see the link to submit my resume,2025-02-10 22:47:00,0,0,0,0,2.0,cardtonic,0,0,HarryJ24686,link submit resume,2025-02,negative,0.7196273,-1
1889024718608511500,https://x.com/David_Xhakah/status/1889024718608511385,ever been so broke that you cant step out of your house,2025-02-10 18:52:00,0,0,0,0,30.0,,14,77,David_Xhakah,ever broke step house,2025-02,negative,0.8217329,-1
1888984695271989500,https://x.com/David_Xhakah/status/1888984695271989557,tell me a place more rough than lagos,2025-02-10 16:13:00,0,0,0,0,46.0,,14,77,David_Xhakah,tell place rough lagos,2025-02,negative,0.7542553,-1
1888982521984974800,https://x.com/David_Xhakah/status/1888982521984974868,no matter the love dont put your life on the line,2025-02-10 16:05:00,0,0,0,0,38.0,,14,77,David_Xhakah,matter love put life line,2025-02,negative,0.48989215,-1
1888933756490162400,https://x.com/David_Xhakah/status/1888933756490162468,swears it not easy outside,2025-02-10 12:51:00,0,0,0,0,4.0,,14,77,David_Xhakah,swears easy outside,2025-02,negative,0.6161126,-1
1888922286561890600,https://x.com/David_Xhakah/status/1888922286561890670,those ladies that insist there is something like marital rape why gat married in the first place,2025-02-10 12:05:00,0,0,0,0,9.0,,14,77,David_Xhakah,ladies insist something like marital rape gat married first place,2025-02,negative,0.80175847,-1
1888915563767861800,https://x.com/David_Xhakah/status/1888915563767861632,at times all you have to do is lose the woman you love,2025-02-10 11:38:00,0,0,0,0,7.0,,14,77,David_Xhakah,times lose woman love,2025-02,negative,0.6321528,-1
1888889168933040600,https://x.com/David_Xhakah/status/1888889168933040629,if you hurt me and e pain me na cause i broke i no dey reason anything when money dey my hand,2025-02-10 09:54:00,0,0,1,0,44.0,,14,77,David_Xhakah,hurt e pain cause broke dey reason anything money dey hand,2025-02,negative,0.72328764,-1
1888862298501968400,https://x.com/David_Xhakah/status/1888862298501968355,why are smokers considered or seen as criminals,2025-02-10 08:07:00,0,0,0,0,38.0,,14,77,David_Xhakah,smokers considered seen criminals,2025-02,negative,0.8070569,-1
1888600513211495000,https://x.com/MdelChris/status/1888600513211494827,yoo cardtonic rate is fckn lownothing beats my china guydem dey buy k ngn for apps baba credit me k ngn for same value and same cardyeah scam rate dey high for online trade but same thing still dey for app dem go collect d card kon dey give u error msg,2025-02-09 14:47:00,0,0,0,0,88.0,MMBM_LOAG,116,253,MdelChris,yoo cardtonic rate fckn lownothing beats china guydem dey buy k ngn apps baba credit k ngn value cardyeah scam rate dey high online trade thing still dey app dem collect card kon dey give error msg,2025-02,negative,0.6269863,-1
1888526491010343200,https://x.com/Big_TiMz10/status/1888526491010343151,in all you do avoid  worse than patriciain fact theyre the worse everavoid them,2025-02-09 09:52:00,0,3,0,0,212.0,,182,245,Big_TiMz10,avoid worse patriciain fact theyre worse everavoid,2025-02,negative,0.9421972,-1
1888472032221799000,https://x.com/whoisjohnnie_/status/1888472032221798794,i heard cardtonic are scammes,2025-02-09 06:16:00,0,1,0,0,44.0,MMBM_LOAG,1650,1556,whoisjohnnie_,heard cardtonic scammes,2025-02,negative,0.5814454,-1
1888284558807925000,https://x.com/David_Xhakah/status/1888284558807925095,how do yall survive being broke and still in a relationship,2025-02-08 17:51:00,0,0,0,0,55.0,,14,77,David_Xhakah,yall survive broke still relationship,2025-02,negative,0.6451871,-1
1887190659523658200,https://x.com/whitelionsnr/status/1887190659523658172,hell no  thats daylight ripping cardtonic has never done that to me for  years wey i dey trade with dem i dey even attach receipts with the card,2025-02-05 17:24:00,0,2,1,0,56.0,Daniel569531096,79,215,whitelionsnr,hell thats daylight ripping cardtonic never done years wey dey trade dem dey even attach receipts card,2025-02,negative,0.5756041,-1
1886883777953321200,https://x.com/youngin6ixteen/status/1886883777953321223,respond to my tradewhys your customer care not active,2025-02-04 21:05:00,0,3,0,0,38.0,cardtonic,0,45,youngin6ixteen,respond tradewhys customer care active,2025-02,negative,0.7213144,-1
1886693045543809300,https://x.com/Kodak_moni7/status/1886693045543809210,download tradah or cardtonic dey e your giftcards yourself nor be everything be vendorall this things are very easy na una dey find vendor because of laziness now you have been scammed,2025-02-04 08:27:00,0,0,0,0,37.0,CruzeSzn,424,425,Kodak_moni7,download tradah cardtonic dey e giftcards everything vendorall things easy una dey find vendor laziness scammed,2025-02,negative,0.4795355,-1
1886659757378855200,https://x.com/zeallonaire/status/1886659757378855092,seems you lots have decided to be thieves how can you redeem  for k  where others are doing k plusthis is the last i will trade with you,2025-02-04 06:15:00,0,1,0,0,40.0,cardtonic,960,1044,zeallonaire,seems lots decided thieves redeem k others k plusthis last trade,2025-02,negative,0.7934112,-1
1886649711324496100,https://x.com/Ola1395169Ola/status/1886649711324496167,what happened to your app,2025-02-04 05:35:00,0,1,0,0,16.0,cardtonic,13,187,Ola1395169Ola,happened app,2025-02,negative,0.6217603,-1
1886594900499595300,https://x.com/opeyemib76/status/1886594900499595309,cardtonic go scam uu go call customer care tire lol,2025-02-04 01:57:00,0,1,0,0,387.0,emiirrael,464,491,opeyemib76,cardtonic scam uu call customer care tire lol,2025-02,negative,0.66886365,-1
1886591909101007000,https://x.com/dish_man3462/status/1886591909101007163,why your rate keep dropping,2025-02-04 01:45:00,0,1,0,0,53.0,cardtonic,40,256,dish_man3462,rate keep dropping,2025-02,negative,0.88683623,-1
1886568047453856000,https://x.com/Ola1395169Ola/status/1886568047453856026,what happened to your app i think you people are not capable anymore,2025-02-04 00:10:00,0,2,0,0,20.0,cardtonic,13,187,Ola1395169Ola,happened app think people capable anymore,2025-02,negative,0.97264516,-1
1886559429178385000,https://x.com/aa_braham0/status/1886559429178384769,wont accept it today you people better just credit my account and im so done with you people this time around,2025-02-03 23:36:00,0,1,0,0,18.0,cardtonic,1,27,aa_braham0,wont accept today people better credit account done people time around,2025-02,negative,0.91077983,-1
