id,url,fullText,createdAt,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName
1621720000000000000,https://x.com/cardtonicAid/status/1621722744978038784,@chika_udoka What about the killing in Delta State Sapele everyday by day,2023-02-04 04:10,0,0,0,0,17,chika_udoka,417,3463,cardtonicAid
1621580000000000000,https://x.com/cardtonic/status/1621578147614302209,"@addison_kinsley Hi Jemeka,

We are so sorry for the inconvenience this may have caused you.

Kindly note that recent challenges with banking in Nigeria may cause some delay with payment.

Rest assured we�re working hard to ensure our customers have the ",2023-02-03 18:35,0,0,0,0,64,addison_kinsley,15755,48,cardtonic
1621490000000000000,https://x.com/addison_kinsley/status/1621491930721882112,@cardtonic I trade card with cardtonic yesterday but the money they sent never enter now telling I should wait till 24 hours will the person that gives me work will understand this since yesterday now tell me to contact my bank are they not the one that s,2023-02-03 12:52,0,1,0,0,67,cardtonic,205,957,addison_kinsley
1621200000000000000,https://x.com/BoiLoDdi/status/1621202748845744134,@Allpoint @CapitalOne @Target @TargetNews @CapitalOneBiz @cardtonic Yesterday we deposited rent money in this ATM. After taking the money it shut down and restarted itself. It took the card and money. No credit to the account and card never came back out.,2023-02-02 17:43,0,1,0,0,99,Allpoint,256,774,BoiLoDdi
1621100000000000000,https://x.com/cardtonic/status/1621100230975574018,"The difference between a good deal and getting ripped off, is information.

You can now buy all your gift cards on Cardtonic ????

Get the most affordable prices on all major gift cards, and also reward points only on Cardtonic ??

Sweet deal innit? ??

#cardtonic https://t.co/gBJzlnntrx",2023-02-02 10:56,0,0,6,0,428,,15755,48,cardtonic
1620740000000000000,https://x.com/cardtonic/status/1620736084257964033,"You survived the worst of it.
After all the complains of a long January� look at you here.
Winning. Shining. Ready to go again.

Nothing can stop you.
You win. SAPA loses.

Happy new month boss! https://t.co/ybpwo4OgLO",2023-02-01 10:49,0,0,7,0,381,,15755,48,cardtonic
1620480000000000000,https://x.com/cardtonic/status/1620481021958586368,Last day of the month: What have you started doing to achieve your goals? ??,2023-01-31 17:55,0,1,0,0,530,,15755,48,cardtonic
1620450000000000000,https://x.com/cardtonic/status/1620447229571108865,"Ever wondered why we strive to ensure your maximum satisfaction?

It is because of beautiful feedback like these. Making you happy makes us happy.

That�s why we are Cardtonic ????

#cardtonic https://t.co/CX7adVmQXX",2023-01-31 15:41,0,0,0,0,378,,15755,48,cardtonic
1620330000000000000,https://x.com/cardtonic/status/1620325716356374528,"@dodonamso Cool ??

Anything special to look forward to when visiting?",2023-01-31 07:38,0,0,0,0,38,dodonamso,15755,48,cardtonic
1620330000000000000,https://x.com/cardtonic/status/1620325582625206282,"@sammynexy Maddddd ??
We will check it out one of these days.

It�s the bushmeat for me ??",2023-01-31 07:38,0,0,0,0,52,nexybees,15755,48,cardtonic
1620230000000000000,https://x.com/nexybees/status/1620234443251392519,@cardtonic Well there�s this lounge called Dell lounge and suites� where I do get bushmeat and cold chivita in my area at ikotun ?? don�t forget to take your kush  ?? along though ?? it�s gonna be worth it ??,2023-01-31 01:36,0,1,0,0,67,cardtonic,51,634,nexybees
1620150000000000000,https://x.com/dodonamso/status/1620153083451031553,"@cardtonic Ochacho Hotels ??????
In Oturkpo Benue state",2023-01-30 20:12,0,1,0,0,44,cardtonic,443,1787,dodonamso
1620140000000000000,https://x.com/cardtonic/status/1620144633912393729,"How do you guys relax after a long day at work? ??

Point us to the  best hangout spots in  your state??",2023-01-30 19:39,1,2,7,0,725,,15755,48,cardtonic
1621580000000000000,https://x.com/cardtonic/status/1621578147614302209,"@addison_kinsley Hi Jemeka,

We are so sorry for the inconvenience this may have caused you.

Kindly note that recent challenges with banking in Nigeria may cause some delay with payment.

Rest assured we�re working hard to ensure our customers have the ",2023-02-03 18:35,0,0,0,0,64,addison_kinsley,15755,48,cardtonic
1621490000000000000,https://x.com/addison_kinsley/status/1621491930721882112,@cardtonic I trade card with cardtonic yesterday but the money they sent never enter now telling I should wait till 24 hours will the person that gives me work will understand this since yesterday now tell me to contact my bank are they not the one that s,2023-02-03 12:52,0,1,0,0,67,cardtonic,205,957,addison_kinsley
1621200000000000000,https://x.com/BoiLoDdi/status/1621202748845744134,@Allpoint @CapitalOne @Target @TargetNews @CapitalOneBiz @cardtonic Yesterday we deposited rent money in this ATM. After taking the money it shut down and restarted itself. It took the card and money. No credit to the account and card never came back out.,2023-02-02 17:43,0,1,0,0,99,Allpoint,256,774,BoiLoDdi
1621100000000000000,https://x.com/cardtonic/status/1621100230975574018,"The difference between a good deal and getting ripped off, is information.

You can now buy all your gift cards on Cardtonic ????

Get the most affordable prices on all major gift cards, and also reward points only on Cardtonic ??

Sweet deal innit? ??

#cardtonic https://t.co/gBJzlnntrx",2023-02-02 10:56,0,0,6,0,428,,15755,48,cardtonic
1620740000000000000,https://x.com/cardtonic/status/1620736084257964033,"You survived the worst of it.
After all the complains of a long January� look at you here.
Winning. Shining. Ready to go again.

Nothing can stop you.
You win. SAPA loses.

Happy new month boss! https://t.co/ybpwo4OgLO",2023-02-01 10:49,0,0,7,0,381,,15755,48,cardtonic
1620480000000000000,https://x.com/cardtonic/status/1620481021958586368,Last day of the month: What have you started doing to achieve your goals? ??,2023-01-31 17:55,0,1,0,0,530,,15755,48,cardtonic
1620450000000000000,https://x.com/cardtonic/status/1620447229571108865,"Ever wondered why we strive to ensure your maximum satisfaction?

It is because of beautiful feedback like these. Making you happy makes us happy.

That�s why we are Cardtonic ????

#cardtonic https://t.co/CX7adVmQXX",2023-01-31 15:41,0,0,0,0,378,,15755,48,cardtonic
1620330000000000000,https://x.com/cardtonic/status/1620325716356374528,"@dodonamso Cool ??

Anything special to look forward to when visiting?",2023-01-31 07:38,0,0,0,0,38,dodonamso,15755,48,cardtonic
1620330000000000000,https://x.com/cardtonic/status/1620325582625206282,"@sammynexy Maddddd ??
We will check it out one of these days.

It�s the bushmeat for me ??",2023-01-31 07:38,0,0,0,0,52,nexybees,15755,48,cardtonic
1620230000000000000,https://x.com/nexybees/status/1620234443251392519,@cardtonic Well there�s this lounge called Dell lounge and suites� where I do get bushmeat and cold chivita in my area at ikotun ?? don�t forget to take your kush  ?? along though ?? it�s gonna be worth it ??,2023-01-31 01:36,0,1,0,0,67,cardtonic,51,634,nexybees
1620150000000000000,https://x.com/dodonamso/status/1620153083451031553,"@cardtonic Ochacho Hotels ??????
In Oturkpo Benue state",2023-01-30 20:12,0,1,0,0,44,cardtonic,443,1787,dodonamso
1620140000000000000,https://x.com/cardtonic/status/1620144633912393729,"How do you guys relax after a long day at work? ??

Point us to the  best hangout spots in  your state??",2023-01-30 19:39,1,2,7,0,725,,15755,48,cardtonic
1620130000000000000,https://x.com/dodonamso/status/1620127710407454720,@cardtonic Make money just come first????,2023-01-30 18:32,0,0,0,0,30,cardtonic,443,1787,dodonamso
1620130000000000000,https://x.com/Richard7567/status/1620127618225041409,@cardtonic cardtonic you're the best ever....and i will continue to trade with cardtonic ??,2023-01-30 18:31,0,0,0,0,25,cardtonic,80,617,Richard7567
1620130000000000000,https://x.com/cardtonic/status/1620126934444429312,"You too you would be happy to leave that place where you have been stuck for years.

Gift cards are meant to create value by being sold or used. Not gathering dust in a cupboard or dark place.�

Gift cards have feelings too ????

Trade them on Cardtonic at amazing rates. https://t.co/8VwuOxBvVg",2023-01-30 18:28,1,2,3,0,553,,15755,48,cardtonic
1620000000000000000,https://x.com/lagosfoodbank/status/1620002875169726467,"Currently happening at the food bank, our volunteers are set for school feeding @edufoodng in partnership with @cardtonic

Presently, 244 million children and youths are out of school, and 771 million adults are illiterate globally (UNESCO). https://t.co/NlxjxKxMm5",2023-01-30 10:15,3,0,6,0,194,,4230,1,lagosfoodbank
1619980000000000000,https://x.com/FiredSpices/status/1619978627390779393,@Ni_Foh @cardtonic sells some of the gift cards that might aid you to pay for your subscription without needing the bank.,2023-01-30 08:39,0,0,0,0,49,Ni_Foh,275,1085,FiredSpices
1619980000000000000,https://x.com/cardtonic/status/1619976108602179585,Learn more: https://t.co/G1I2mqIIJ1,2023-01-30 08:29,0,0,0,0,174,cardtonic,15755,48,cardtonic
1619790000000000000,https://x.com/littymimiaproko/status/1619790006171897857,@cardtonic The best,2023-01-29 20:10,0,0,0,0,20,cardtonic,38,94,littymimiaproko
1620130000000000000,https://x.com/dodonamso/status/1620127710407454720,@cardtonic Make money just come first????,2023-01-30 18:32,0,0,0,0,30,cardtonic,443,1787,dodonamso
1620130000000000000,https://x.com/Richard7567/status/1620127618225041409,@cardtonic cardtonic you're the best ever....and i will continue to trade with cardtonic ??,2023-01-30 18:31,0,0,0,0,25,cardtonic,80,617,Richard7567
1620130000000000000,https://x.com/cardtonic/status/1620126934444429312,"You too you would be happy to leave that place where you have been stuck for years.

Gift cards are meant to create value by being sold or used. Not gathering dust in a cupboard or dark place.�

Gift cards have feelings too ????

Trade them on Cardtonic at amazing rates. https://t.co/8VwuOxBvVg",2023-01-30 18:28,1,2,3,0,553,,15755,48,cardtonic
1620000000000000000,https://x.com/lagosfoodbank/status/1620002875169726467,"Currently happening at the food bank, our volunteers are set for school feeding @edufoodng in partnership with @cardtonic

Presently, 244 million children and youths are out of school, and 771 million adults are illiterate globally (UNESCO). https://t.co/NlxjxKxMm5",2023-01-30 10:15,3,0,6,0,194,,4230,1,lagosfoodbank
1619980000000000000,https://x.com/FiredSpices/status/1619978627390779393,@Ni_Foh @cardtonic sells some of the gift cards that might aid you to pay for your subscription without needing the bank.,2023-01-30 08:39,0,0,0,0,49,Ni_Foh,275,1085,FiredSpices
1619980000000000000,https://x.com/cardtonic/status/1619976108602179585,Learn more: https://t.co/G1I2mqIIJ1,2023-01-30 08:29,0,0,0,0,174,cardtonic,15755,48,cardtonic
1619790000000000000,https://x.com/littymimiaproko/status/1619790006171897857,@cardtonic The best,2023-01-29 20:10,0,0,0,0,20,cardtonic,38,94,littymimiaproko
1619700000000000000,https://x.com/cardtonic/status/1619704796566671360,"You know Cardtonic is always looking for ways to make your life easier.

Guess what!

You can now open a virtual bank account on Cardtonic and enjoy the best saving experience on this part of the planet.

Simply send us a DM, so we help you with this. https://t.co/NfegYeEBR2",2023-01-29 14:31,0,1,2,0,531,,15755,48,cardtonic
1619670000000000000,https://x.com/pheallyj/status/1619670843818377217,TJ from cardtonic and lewa from vale hope everything is good?,2023-01-29 12:16,0,0,0,0,74,,926,949,pheallyj
1619040000000000000,https://x.com/cardtonicAid/status/1619038246327164928,@genakhena 500 par liter,2023-01-27 18:22,0,0,0,0,20,genakhena,417,3463,cardtonicAid
1619040000000000000,https://x.com/cardtonicAid/status/1619038049853386752,"No fuel
Nigeria leaders why are you doing this to the poor",2023-01-27 18:22,0,0,0,0,11,,417,3463,cardtonicAid
1619000000000000000,https://x.com/dodonamso/status/1619001351249461248,@cardtonic The Best??,2023-01-27 15:56,0,0,0,0,20,cardtonic,443,1787,dodonamso
1619000000000000000,https://x.com/cardtonic/status/1619000225074655234,@sammynexy Much much higher ??,2023-01-27 15:51,0,0,0,0,43,nexybees,15755,48,cardtonic
1619000000000000000,https://x.com/cardtonic/status/1619000051648573442,"Join the future forward movement that takes you to cash quickly.�
�
We have the fastest  payout in Africa combined with the best customer experience ??

Who no like better thing? Raise hand make we know you.

#cardtonic https://t.co/4FVrCztmxh",2023-01-27 15:51,1,2,6,0,552,,15755,48,cardtonic
1618950000000000000,https://x.com/UchenduCH/status/1618950989876428801,@cardtonic It has no withdrawal limit,2023-01-27 12:36,0,0,0,0,5,cardtonic,27,433,UchenduCH
1618940000000000000,https://x.com/NDanbadan/status/1618937280709922817,@cardtonic Cardtonic ??,2023-01-27 11:41,0,0,0,0,39,cardtonic,191,521,NDanbadan
1618940000000000000,https://x.com/cardtonic/status/1618936170830008320,"NEW FEATURE ALERT ??????

You can now buy up to 14000+ gift card types on Cardtonic at discounted rates.

LEARN MORE: https://t.co/G1I2mqIIJ1 https://t.co/7KVJfT8Mpy",2023-01-27 11:37,8,34,28,0,10770,,15755,48,cardtonic
1618920000000000000,https://x.com/cardtonic/status/1618922836034461696,@Legend_Lexxi Being a teacher is such a honorable job ??????,2023-01-27 10:44,0,0,1,0,25,Legend_Lexxi,15755,48,cardtonic
1619700000000000000,https://x.com/cardtonic/status/1619704796566671360,"You know Cardtonic is always looking for ways to make your life easier.

Guess what!

You can now open a virtual bank account on Cardtonic and enjoy the best saving experience on this part of the planet.

Simply send us a DM, so we help you with this. https://t.co/NfegYeEBR2",2023-01-29 14:31,0,1,2,0,531,,15757,48,cardtonic
1619670000000000000,https://x.com/pheallyj/status/1619670843818377217,TJ from cardtonic and lewa from vale hope everything is good?,2023-01-29 12:16,0,0,0,0,74,,926,949,pheallyj
1619040000000000000,https://x.com/cardtonicAid/status/1619038246327164928,@genakhena 500 par liter,2023-01-27 18:22,0,0,0,0,20,genakhena,417,3463,cardtonicAid
1619040000000000000,https://x.com/cardtonicAid/status/1619038049853386752,"No fuel
Nigeria leaders why are you doing this to the poor",2023-01-27 18:22,0,0,0,0,11,,417,3463,cardtonicAid
1619000000000000000,https://x.com/dodonamso/status/1619001351249461248,@cardtonic The Best??,2023-01-27 15:56,0,0,0,0,20,cardtonic,443,1787,dodonamso
1619000000000000000,https://x.com/cardtonic/status/1619000225074655234,@sammynexy Much much higher ??,2023-01-27 15:51,0,0,0,0,43,nexybees,15757,48,cardtonic
1619000000000000000,https://x.com/cardtonic/status/1619000051648573442,"Join the future forward movement that takes you to cash quickly.�
�
We have the fastest  payout in Africa combined with the best customer experience ??

Who no like better thing? Raise hand make we know you.

#cardtonic https://t.co/4FVrCztmxh",2023-01-27 15:51,1,2,6,0,552,,15757,48,cardtonic
1618950000000000000,https://x.com/UchenduCH/status/1618950989876428801,@cardtonic It has no withdrawal limit,2023-01-27 12:36,0,0,0,0,5,cardtonic,27,433,UchenduCH
1618940000000000000,https://x.com/NDanbadan/status/1618937280709922817,@cardtonic Cardtonic ??,2023-01-27 11:41,0,0,0,0,39,cardtonic,191,521,NDanbadan
1618940000000000000,https://x.com/cardtonic/status/1618936170830008320,"NEW FEATURE ALERT ??????

You can now buy up to 14000+ gift card types on Cardtonic at discounted rates.

LEARN MORE: https://t.co/G1I2mqIIJ1 https://t.co/7KVJfT8Mpy",2023-01-27 11:37,8,34,28,0,10770,,15757,48,cardtonic
1618920000000000000,https://x.com/cardtonic/status/1618922836034461696,@Legend_Lexxi Being a teacher is such a honorable job ??????,2023-01-27 10:44,0,0,1,0,25,Legend_Lexxi,15757,48,cardtonic
1618910000000000000,https://x.com/Legend_Lexxi/status/1618911791261822981,@cardtonic Teacher ??,2023-01-27 10:00,0,1,0,0,30,cardtonic,64,201,Legend_Lexxi
1618880000000000000,https://x.com/cardtonic/status/1618882854360080386,What was your first job? https://t.co/BA2FUJ6OKl,2023-01-27 08:05,0,1,2,0,372,,15757,48,cardtonic
1618860000000000000,https://x.com/littymimiaproko/status/1618861899176902656,@cardtonic 1 million,2023-01-27 06:42,0,0,0,0,41,cardtonic,38,94,littymimiaproko
1618630000000000000,https://x.com/cardtonic/status/1618626001566859266,"Is there a limit to what Cardtonic can give you?

Or just like the heavens, wide open shall the blessings flow no matter what you wish to withdraw?

We are curious about your answer to the question.

P.S; This might be a trick question ??

#cardtonic
#cardtonictrivia https://t.co/YloShrX5Vg",2023-01-26 15:04,1,9,6,0,1021,,15757,48,cardtonic
1618270000000000000,https://x.com/cardtonic/status/1618273785572122624,@dodonamso Niceeee ??,2023-01-25 15:45,0,1,1,0,19,dodonamso,15757,48,cardtonic
1618270000000000000,https://x.com/dodonamso/status/1618267058298580992,@cardtonic I was gifted a parado wrist watch on Christmas day??,2023-01-25 15:18,0,1,0,0,32,cardtonic,443,1787,dodonamso
1618260000000000000,https://x.com/cardtonic/status/1618263623297826817,"Memories of the sweet jollof rice. Delicious turkey. Lovely outings and fond memories are still fresh.

What is your best memory from the Christmas season?

Tell us in the comments ????

#cardtonic https://t.co/fvrg4rJpoq",2023-01-25 15:04,2,1,4,0,590,,15757,48,cardtonic
1617810000000000000,https://x.com/madamayo_/status/1617808972328861697,"There are times survey questions will finish but referrals will help you push your funds. You can withdraw from 10 dollars upwards. When it�s time to withdraw, withdraw in gift cards so you can sell it on CARDTONIC (a platform 4 selling gift cards)",2023-01-24 08:58,2,1,4,0,656,madamayo_,98309,24394,madamayo_
1617800000000000000,https://x.com/cardtonic/status/1617797264977850369,@NDanbadan We support you jare ??,2023-01-24 08:11,0,0,1,0,34,NDanbadan,15757,48,cardtonic
1618910000000000000,https://x.com/Legend_Lexxi/status/1618911791261822981,@cardtonic Teacher ??,2023-01-27 10:00,0,1,0,0,30,cardtonic,64,201,Legend_Lexxi
1618880000000000000,https://x.com/cardtonic/status/1618882854360080386,What was your first job? https://t.co/BA2FUJ6OKl,2023-01-27 08:05,0,1,2,0,372,,15755,48,cardtonic
1618860000000000000,https://x.com/littymimiaproko/status/1618861899176902656,@cardtonic 1 million,2023-01-27 06:42,0,0,0,0,41,cardtonic,38,94,littymimiaproko
1618630000000000000,https://x.com/cardtonic/status/1618626001566859266,"Is there a limit to what Cardtonic can give you?

Or just like the heavens, wide open shall the blessings flow no matter what you wish to withdraw?

We are curious about your answer to the question.

P.S; This might be a trick question ??

#cardtonic
#cardtonictrivia https://t.co/YloShrX5Vg",2023-01-26 15:04,1,9,6,0,1021,,15755,48,cardtonic
1618270000000000000,https://x.com/cardtonic/status/1618273785572122624,@dodonamso Niceeee ??,2023-01-25 15:45,0,1,1,0,19,dodonamso,15755,48,cardtonic
1618270000000000000,https://x.com/dodonamso/status/1618267058298580992,@cardtonic I was gifted a parado wrist watch on Christmas day??,2023-01-25 15:18,0,1,0,0,32,cardtonic,443,1787,dodonamso
1618260000000000000,https://x.com/cardtonic/status/1618263623297826817,"Memories of the sweet jollof rice. Delicious turkey. Lovely outings and fond memories are still fresh.

What is your best memory from the Christmas season?

Tell us in the comments ????

#cardtonic https://t.co/fvrg4rJpoq",2023-01-25 15:04,2,1,4,0,590,,15755,48,cardtonic
1617810000000000000,https://x.com/madamayo_/status/1617808972328861697,"There are times survey questions will finish but referrals will help you push your funds. You can withdraw from 10 dollars upwards. When it�s time to withdraw, withdraw in gift cards so you can sell it on CARDTONIC (a platform 4 selling gift cards)",2023-01-24 08:58,2,1,4,0,656,madamayo_,98310,24394,madamayo_
1617800000000000000,https://x.com/cardtonic/status/1617797264977850369,@NDanbadan We support you jare ??,2023-01-24 08:11,0,0,1,0,34,NDanbadan,15755,48,cardtonic
1617790000000000000,https://x.com/NDanbadan/status/1617789907971510273,"@cardtonic After I chop finish , ehen I can now invest in crypto and in my career .",2023-01-24 07:42,0,1,1,0,66,cardtonic,191,521,NDanbadan
1617570000000000000,https://x.com/boy1timmy/status/1617568492466868224,@cardtonic I�m buying a laptop to start learning web-designing,2023-01-23 17:02,0,0,0,0,32,cardtonic,158,453,boy1timmy
1617530000000000000,https://x.com/cardtonic/status/1617533395386662922,"@003Alonge Well, the $500 gift card is based on the assumption that the person is not depending on the $500 for basic survival sha.

So, yeah, we see your point when you say that investments should be made when someone is well fed.",2023-01-23 14:43,0,0,1,0,22,003alonge,15755,48,cardtonic
1617530000000000000,https://x.com/cardtonic/status/1617532549684957185,@mercy_quinn1 Fair enough ??,2023-01-23 14:39,0,0,0,0,45,Abach_BT,15755,48,cardtonic
1617530000000000000,https://x.com/iam_streetWiSe/status/1617528989995745281,@cardtonic Make I first receive the gift card then I will think of what to do,2023-01-23 14:25,0,0,0,0,48,cardtonic,2998,2904,iam_streetWiSe
1617790000000000000,https://x.com/NDanbadan/status/1617789907971510273,"@cardtonic After I chop finish , ehen I can now invest in crypto and in my career .",2023-01-24 07:42,0,1,1,0,66,cardtonic,191,521,NDanbadan
1617570000000000000,https://x.com/boy1timmy/status/1617568492466868224,@cardtonic I�m buying a laptop to start learning web-designing,2023-01-23 17:02,0,0,0,0,32,cardtonic,158,453,boy1timmy
1617530000000000000,https://x.com/cardtonic/status/1617533395386662922,"@003Alonge Well, the $500 gift card is based on the assumption that the person is not depending on the $500 for basic survival sha.

So, yeah, we see your point when you say that investments should be made when someone is well fed.",2023-01-23 14:43,0,0,1,0,22,003alonge,15755,48,cardtonic
1617530000000000000,https://x.com/cardtonic/status/1617532549684957185,@mercy_quinn1 Fair enough ??,2023-01-23 14:39,0,0,0,0,45,Abach_BT,15755,48,cardtonic
1617530000000000000,https://x.com/iam_streetWiSe/status/1617528989995745281,@cardtonic Make I first receive the gift card then I will think of what to do,2023-01-23 14:25,0,0,0,0,48,cardtonic,2998,2904,iam_streetWiSe
1617530000000000000,https://x.com/Cashless_Dinero/status/1617528879035584512,@cardtonic Seagreen Black and White,2023-01-23 14:25,0,0,0,0,12,cardtonic,7,264,Cashless_Dinero
1617530000000000000,https://x.com/Cashless_Dinero/status/1617528162849783808,@cardtonic I'll invest it in Crypto,2023-01-23 14:22,0,0,0,0,32,cardtonic,7,264,Cashless_Dinero
1617530000000000000,https://x.com/Ayowamide01/status/1617525510187417602,@cardtonic Buy a better pc and data for web development learning.,2023-01-23 14:11,0,0,0,0,39,cardtonic,2004,2429,Ayowamide01
1617520000000000000,https://x.com/world_myles/status/1617523257732726785,@cardtonic Crypto,2023-01-23 14:02,0,0,0,0,38,cardtonic,62,684,world_myles
1617520000000000000,https://x.com/sofine8135/status/1617520225037209605,@cardtonic buy a fixed assets.,2023-01-23 13:50,0,0,0,0,42,cardtonic,473,3088,sofine8135
1617520000000000000,https://x.com/Abach_BT/status/1617516020482347009,@cardtonic Emphasis on �good investment�,2023-01-23 13:34,0,1,0,0,35,cardtonic,962,98,Abach_BT
1617520000000000000,https://x.com/Abach_BT/status/1617515833726754816,@cardtonic No chance,2023-01-23 13:33,0,0,0,0,14,cardtonic,962,98,Abach_BT
1617510000000000000,https://x.com/003alonge/status/1617514746583945217,"@cardtonic and internet subs,Dstv subs. At the end of paying those bills if you have any balance left you will want to keep it for the following month for survival instead of investing it. Some people can actually invest if the cost of his/her living isn�",2023-01-23 13:29,0,0,0,0,17,003alonge,1265,1353,003alonge
1617510000000000000,https://x.com/003alonge/status/1617514649641181185,"@cardtonic For me investment should be made when someone is well fed.For example, presently the highest trading card on ur platform is selling at 635x$500=317k. 317500 isn�t just enough to invest because by the time you save your for monthly rent,feeding,",2023-01-23 13:28,0,2,0,0,35,cardtonic,1265,1353,003alonge
1617510000000000000,https://x.com/cardtonic/status/1617510700007714820,@JayWisdom19 We support you boss ??,2023-01-23 13:12,0,0,1,0,71,JayWisdom19,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510589924020226,@mercy_quinn1 A complete �no-no�? Absolute no chance for investing? ??,2023-01-23 13:12,0,2,0,0,100,Abach_BT,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510371434336260,@003Alonge Really? Do you care to explain? ??,2023-01-23 13:11,0,1,0,0,70,003alonge,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510254853427200,@Joshdestiny4 We feel you sha ??,2023-01-23 13:11,0,0,0,0,59,Joshdestiny4,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510118157058050,@dodonamso Cool ??,2023-01-23 13:10,0,1,1,0,64,dodonamso,15755,48,cardtonic
1617510000000000000,https://x.com/003alonge/status/1617506365194539013,@cardtonic Not enough to invest,2023-01-23 12:55,0,1,0,0,84,cardtonic,1265,1353,003alonge
1617530000000000000,https://x.com/Cashless_Dinero/status/1617528879035584512,@cardtonic Seagreen Black and White,2023-01-23 14:25,0,0,0,0,12,cardtonic,7,264,Cashless_Dinero
1617530000000000000,https://x.com/Cashless_Dinero/status/1617528162849783808,@cardtonic I'll invest it in Crypto,2023-01-23 14:22,0,0,0,0,32,cardtonic,7,264,Cashless_Dinero
1617530000000000000,https://x.com/Ayowamide01/status/1617525510187417602,@cardtonic Buy a better pc and data for web development learning.,2023-01-23 14:11,0,0,0,0,39,cardtonic,2004,2429,Ayowamide01
1617520000000000000,https://x.com/world_myles/status/1617523257732726785,@cardtonic Crypto,2023-01-23 14:02,0,0,0,0,38,cardtonic,62,684,world_myles
1617520000000000000,https://x.com/sofine8135/status/1617520225037209605,@cardtonic buy a fixed assets.,2023-01-23 13:50,0,0,0,0,42,cardtonic,473,3088,sofine8135
1617520000000000000,https://x.com/Abach_BT/status/1617516020482347009,@cardtonic Emphasis on �good investment�,2023-01-23 13:34,0,1,0,0,35,cardtonic,962,98,Abach_BT
1617520000000000000,https://x.com/Abach_BT/status/1617515833726754816,@cardtonic No chance,2023-01-23 13:33,0,0,0,0,14,cardtonic,962,98,Abach_BT
1617510000000000000,https://x.com/003alonge/status/1617514746583945217,"@cardtonic and internet subs,Dstv subs. At the end of paying those bills if you have any balance left you will want to keep it for the following month for survival instead of investing it. Some people can actually invest if the cost of his/her living isn�",2023-01-23 13:29,0,0,0,0,17,003alonge,1265,1353,003alonge
1617510000000000000,https://x.com/003alonge/status/1617514649641181185,"@cardtonic For me investment should be made when someone is well fed.For example, presently the highest trading card on ur platform is selling at 635x$500=317k. 317500 isn�t just enough to invest because by the time you save your for monthly rent,feeding,",2023-01-23 13:28,0,2,0,0,35,cardtonic,1265,1353,003alonge
1617510000000000000,https://x.com/cardtonic/status/1617510700007714820,@JayWisdom19 We support you boss ??,2023-01-23 13:12,0,0,1,0,71,JayWisdom19,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510589924020226,@mercy_quinn1 A complete �no-no�? Absolute no chance for investing? ??,2023-01-23 13:12,0,2,0,0,100,Abach_BT,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510371434336260,@003Alonge Really? Do you care to explain? ??,2023-01-23 13:11,0,1,0,0,70,003alonge,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510254853427200,@Joshdestiny4 We feel you sha ??,2023-01-23 13:11,0,0,0,0,59,Joshdestiny4,15755,48,cardtonic
1617510000000000000,https://x.com/cardtonic/status/1617510118157058050,@dodonamso Cool ??,2023-01-23 13:10,0,1,1,0,64,dodonamso,15755,48,cardtonic
1617510000000000000,https://x.com/003alonge/status/1617506365194539013,@cardtonic Not enough to invest,2023-01-23 12:55,0,1,0,0,84,cardtonic,1265,1353,003alonge
1617500000000000000,https://x.com/JayWisdom19/status/1617502939442024449,@cardtonic I will eat first ooo ????,2023-01-23 12:42,0,1,1,0,112,cardtonic,4365,3969,JayWisdom19
1617500000000000000,https://x.com/Abach_BT/status/1617502891585196039,"@cardtonic $500 is a no no for investment
You need $2500 - $5000 for good investment that will yield",2023-01-23 12:41,0,1,0,0,96,cardtonic,962,98,Abach_BT
1617500000000000000,https://x.com/Nadiipraise/status/1617500925295312897,"@cardtonic I would invest in knowledge I would use $50 and enroll @AltSchoolAfrica then I would pay @AdoraNwodo book on cloud engineering.. The rest I would use it to start a small scale snail business, and Mimi abacha stand",2023-01-23 12:34,0,0,0,0,64,cardtonic,922,873,Nadiipraise
1617500000000000000,https://x.com/Joshdestiny4/status/1617496589861359616,@cardtonic With this amount of money tho.. That's the only realistic investment for me,2023-01-23 12:16,0,0,0,0,15,Joshdestiny4,3066,3020,Joshdestiny4
1617500000000000000,https://x.com/UDjemzy/status/1617496575173095425,@cardtonic I�ll withdraw $49 chop well do better sup before I think about the next move,2023-01-23 12:16,0,0,0,0,28,cardtonic,2639,898,UDjemzy
1617500000000000000,https://x.com/JayWisdom19/status/1617502939442024449,@cardtonic I will eat first ooo ????,2023-01-23 12:42,0,1,1,0,112,cardtonic,4365,3969,JayWisdom19
1617500000000000000,https://x.com/Abach_BT/status/1617502891585196039,"@cardtonic $500 is a no no for investment
You need $2500 - $5000 for good investment that will yield",2023-01-23 12:41,0,1,0,0,96,cardtonic,962,98,Abach_BT
