id,url,tweet,date,retweetCount,replyCount,likeCount,quoteCount,viewCount,inReplyToUsername,author/followers,author/following,author/userName,cleaned_words,month_year,sentiment,confidence,polarity
1897662068192334000,https://x.com/TriboseT/status/1897662068192334103,god bless your kind heart for thisi pray am among lucky person,2025-03-06 14:54:00,0,0,0,1,2871.0,symplyDAPO,594,1681,TriboseT,god bless kind heart thisi pray among lucky person,2025-03,positive,0.95669883,1
1897661559138136300,https://x.com/SntBroseph/status/1897661559138136391,congrats bruhyou deserve everythingyou dey always turn up for people,2025-03-06 14:52:00,0,0,0,0,13.0,symplyDAPO,2207,4506,SntBroseph,congrats bruhyou deserve everythingyou dey always turn people,2025-03,positive,0.97317004,1
1897659634598412300,https://x.com/TheUnknown_Son/status/1897659634598412391,much love  moniepointtogap,2025-03-06 14:44:00,0,0,0,0,15.0,symplyDAPO,3692,4321,TheUnknown_Son,much love moniepointtogap,2025-03,positive,0.949924,1
1897659463374353000,https://x.com/KhayLarge/status/1897659463374352863,god bless the sponsoradekunlesterlingbank,2025-03-06 14:44:00,0,0,0,0,16.0,symplyDAPO,548,672,KhayLarge,god bless sponsoradekunlesterlingbank,2025-03,positive,0.8132277,1
1897658143154241500,https://x.com/idristolulope2/status/1897658143154241577,lovely i pick me in jesus nameblow powder,2025-03-06 14:38:00,0,0,0,1,1515.0,symplyDAPO,113,947,idristolulope2,lovely pick jesus nameblow powder,2025-03,positive,0.795556,1
1897657534451724500,https://x.com/simo7470/status/1897657534451724650,please bless me boss,2025-03-06 14:36:00,0,0,0,0,27.0,symplyDAPO,416,605,simo7470,please bless boss,2025-03,positive,0.8780356,1
1897657444957868300,https://x.com/symplyDAPO/status/1897657444957868320,after seeing my post about  sweet gift card rate yesterday my friend just sold his usa sephora physical gift card at a rate of  with them and decided to send me lunch moneyi will pick  people in the cs to share it with,2025-03-06 14:36:00,32,44,89,1,21265.0,,307469,11960,symplyDAPO,seeing post sweet gift card rate yesterday friend sold usa sephora physical gift card rate decided send lunch moneyi pick people cs share,2025-03,positive,0.59310913,1
1897330094341022200,https://x.com/noname107711/status/1897330094341022166,gift card trading surged in nigeria with platforms like cardtonic gaining popularity,2025-03-05 16:55:00,0,0,1,0,13.0,_iamtolulope,14859,14574,noname107711,gift card trading surged nigeria platforms like cardtonic gaining popularity,2025-03,positive,0.68563145,1
1897322961226621400,https://x.com/yk_judd/status/1897322961226621314,cardtonicvery fast and seamlessalso very  reasonable rates,2025-03-05 16:26:00,0,0,1,0,98.0,,954,206,yk_judd,cardtonicvery fast seamlessalso reasonable rates,2025-03,positive,0.91739774,1
1897317647790039300,https://x.com/AyodejiMusty/status/1897317647790039311,cardtonic is the best,2025-03-05 16:05:00,0,0,0,0,14.0,iamAbiodunAA,129,975,AyodejiMusty,cardtonic best,2025-03,positive,0.97985923,1
1897299492287996000,https://x.com/FuK_Yeah/status/1897299492287996030,love this story youre killing it,2025-03-05 14:53:00,0,0,0,0,155.0,symplyDAPO,1066,66,FuK_Yeah,love story youre killing,2025-03,positive,0.98284996,1
1897299118277714000,https://x.com/TeejayMaya/status/1897299118277713975,try  so far so good,2025-03-05 14:52:00,0,0,2,0,94.0,iamAbiodunAA,1580,5020,TeejayMaya,try far good,2025-03,positive,0.9453243,1
1897297372151210000,https://x.com/Iamkingsleyf/status/1897297372151210080,my coz been mention cardtonic or somethingthe thing is any usd card will work work but you need to change your store to us and use us address that is easy if you go with geegpay or grey,2025-03-05 14:45:00,0,1,1,0,300.0,copy_null,3320,2563,Iamkingsleyf,coz mention cardtonic somethingthe thing usd card work work need change store us use us address easy geegpay grey,2025-03,positive,0.49417293,1
1897287647590277400,https://x.com/mola1357667371/status/1897287647590277496,egbon just do me k make i eat good with my mama for here self,2025-03-05 14:06:00,0,0,0,0,215.0,symplyDAPO,3,87,mola1357667371,egbon k eat good mama self,2025-03,positive,0.5096559,1
1897282552026763300,https://x.com/Officer_little/status/1897282552026763318,amazing opportunity enter to earn free  daily,2025-03-05 13:46:00,0,0,0,0,179.0,symplyDAPO,490,605,Officer_little,amazing opportunity enter earn free daily,2025-03,positive,0.93615925,1
1897282130113388800,https://x.com/symplyDAPO/status/1897282130113388869,i billed a friend of mine in us for some edits and he sent me  usa foot locker gift card today omo i rushed to  to trade it for today i am eating good this their  promo makes sense,2025-03-05 13:44:00,24,18,110,0,24805.0,,307465,11960,symplyDAPO,billed friend mine us edits sent usa foot locker gift card today omo rushed trade today eating good promo makes sense,2025-03,positive,0.89854413,1
1897140931155124500,https://x.com/Akinjoshua2017/status/1897140931155124525,this is nice,2025-03-05 04:23:00,0,0,0,0,22.0,symplyDAPO,43426,15663,Akinjoshua2017,nice,2025-03,positive,0.9850358,1
1896980671127806200,https://x.com/toolzmoney/status/1896980671127806320,thjs is good news,2025-03-04 17:46:00,0,0,0,0,32.0,symplyDAPO,293613,1338,toolzmoney,thjs good news,2025-03,positive,0.95967364,1
1896932949297451300,https://x.com/I_Am_Winter/status/1896932949297451333,thanks for this,2025-03-04 14:37:00,0,0,1,0,65.0,symplyDAPO,376825,2566,I_Am_Winter,thanks,2025-03,positive,0.93811303,1
1896930480710385700,https://x.com/Hybrid_Ola/status/1896930480710385755,thank you for this updatemake sef don try,2025-03-04 14:27:00,0,0,0,0,72.0,symplyDAPO,27997,4667,Hybrid_Ola,thank updatemake sef try,2025-03,positive,0.9156069,1
1896678486426919400,https://x.com/Rich_meek7/status/1896678486426919412,i ve been using cardtonic for over  yrs now  it nice   but any good platform to send funds to canada and us from ja  somebody help pls,2025-03-03 21:46:00,0,5,3,0,4886.0,madpinkin,114,96,Rich_meek7,using cardtonic yrs nice good platform send funds canada us ja somebody help pls,2025-03,positive,0.7319672,1
1896651735281901800,https://x.com/Mr_Teekay001/status/1896651735281901812,nice ratex,2025-03-03 19:59:00,0,0,0,0,26.0,symplyDAPO,44725,9133,Mr_Teekay001,nice ratex,2025-03,positive,0.84288865,1
1896651047084733000,https://x.com/Incredibleefa/status/1896651047084732910,cardtonic is the only app im recommending there,2025-03-03 19:57:00,0,0,0,0,617.0,madpinkin,815,831,Incredibleefa,cardtonic app recommending,2025-03,positive,0.8134806,1
1896626361051332900,https://x.com/wole_id91/status/1896626361051332867,good luck  boss,2025-03-03 18:18:00,0,0,0,0,47.0,symplyDAPO,137,252,wole_id91,good luck boss,2025-03,positive,0.87914175,1
1896620157327544300,https://x.com/Alaba589/status/1896620157327544442,wow  this is huge,2025-03-03 17:54:00,0,0,0,0,61.0,symplyDAPO,35655,3010,Alaba589,wow huge,2025-03,positive,0.927634,1
1896608146627658200,https://x.com/Akinjoshua2017/status/1896608146627658171,nice rate,2025-03-03 17:06:00,0,0,1,0,58.0,symplyDAPO,43426,15663,Akinjoshua2017,nice rate,2025-03,positive,0.7410904,1
1896599358801609000,https://x.com/Bibullah68/status/1896599358801609026,wow congratulations,2025-03-03 16:31:00,0,0,0,0,40.0,symplyDAPO,462,907,Bibullah68,wow congratulations,2025-03,positive,0.96200114,1
1896596958313333000,https://x.com/symplyDAPO/status/1896596958313333092,week wey go sweet na from monday evening you go knowi just sold my  usa razor gift card on  at  this is the best rate ive seen so far today,2025-03-03 16:22:00,103,20,103,2,16133.0,,307465,11960,symplyDAPO,week wey sweet monday evening knowi sold usa razor gift card best rate ive seen far today,2025-03,positive,0.9725728,1
1896544791258956000,https://x.com/DamFad12/status/1896544791258955993,cardtonic is the king,2025-03-03 12:54:00,0,1,3,0,2488.0,madpinkin,4202,474,DamFad12,cardtonic king,2025-03,positive,0.78185874,1
1896531721639829500,https://x.com/KhalifaHeis/status/1896531721639829523,boss i recommend cardtonic too i have been using that app all my life since  tii date,2025-03-03 12:02:00,0,1,7,0,2885.0,madpinkin,25,208,KhalifaHeis,boss recommend cardtonic using app life since tii date,2025-03,positive,0.8676061,1
1896528090966466800,https://x.com/JamesOlamiposi/status/1896528090966466839,happy birthday bro,2025-03-03 11:48:00,0,0,1,0,52.0,ajuloodunayo096,391,871,JamesOlamiposi,happy birthday bro,2025-03,positive,0.980379,1
1896120558871515400,https://x.com/onecozby/status/1896120558871515455,ok thanks,2025-03-02 08:49:00,0,0,0,0,12.0,Tolulop69332978,267,260,onecozby,ok thanks,2025-03,positive,0.5382523,1
1895891070405525800,https://x.com/BenedictOc14977/status/1895891070405525783,nice,2025-03-01 17:37:00,0,0,2,0,15.0,cardtonic,471,1616,BenedictOc14977,nice,2025-03,positive,0.63872,1
1895856880750305500,https://x.com/BenedictOc14977/status/1895856880750305409,happy march,2025-03-01 15:21:00,0,1,0,0,18.0,cardtonic,471,1616,BenedictOc14977,happy march,2025-03,positive,0.9334901,1
1895841980187607600,https://x.com/Segunpvt/status/1895841980187607508,amen  and thank you,2025-03-01 14:22:00,0,0,1,0,24.0,cardtonic,359,1158,Segunpvt,amen thank,2025-03,positive,0.71138364,1
1894501981424631800,https://x.com/sonke_y/status/1894501981424631920,i quickly loaded the gift card i had saved on my phone onto the cardtonic app and got credited five minutesrelieved i paid my bill and since the food was too good to eat just once i ordered another plate to go before heading back to my hotel,2025-02-25 21:37:00,0,1,1,0,61.0,sonke_y,212,354,sonke_y,quickly loaded gift card saved phone onto cardtonic app got credited five minutesrelieved paid bill since food good eat ordered another plate heading back hotel,2025-02,positive,0.8683397,1
1894424533177655600,https://x.com/okeke_godspower/status/1894424533177655522,definitely the smart watch,2025-02-25 16:29:00,0,0,0,0,38.0,cardtonic,1021,1439,okeke_godspower,definitely smart watch,2025-02,positive,0.71238136,1
1894273590507237600,https://x.com/Tujem_Olami/status/1894273590507237561,good morning please check dm,2025-02-25 06:29:00,0,1,0,0,38.0,cardtonic,46,228,Tujem_Olami,good morning please check dm,2025-02,positive,0.7319204,1
1894107093537297000,https://x.com/trinity_luv_001/status/1894107093537296879,thanks so much,2025-02-24 19:28:00,0,2,0,0,43.0,cardtonic,6,137,trinity_luv_001,thanks much,2025-02,positive,0.948505,1
1894101950934716400,https://x.com/oyinkansola0012/status/1894101950934716479,thanks so muchdm sent,2025-02-24 19:07:00,0,2,0,0,43.0,cardtonic,529,1682,oyinkansola0012,thanks muchdm sent,2025-02,positive,0.9499066,1
1894083022837731300,https://x.com/MattewOlaoye/status/1894083022837731355,congrats,2025-02-24 17:52:00,0,1,1,0,39.0,cardtonic,63,395,MattewOlaoye,congrats,2025-02,positive,0.94715255,1
1894081890660889000,https://x.com/taye_abolarin2/status/1894081890660889036,i need to look smart with the smart watch actually,2025-02-24 17:48:00,0,1,0,0,73.0,cardtonic,100,150,taye_abolarin2,need look smart smart watch actually,2025-02,positive,0.5994317,1
1894081621348819200,https://x.com/MooreSnr373359/status/1894081621348819276,headphone because i need it to play my favorite game call of duty,2025-02-24 17:47:00,0,2,0,0,84.0,cardtonic,5,69,MooreSnr373359,headphone need play favorite game call duty,2025-02,positive,0.80844474,1
1894080503839351000,https://x.com/alamu_410/status/1894080503839351127,thank you,2025-02-24 17:42:00,0,1,1,0,37.0,cardtonic,124,733,alamu_410,thank,2025-02,positive,0.7942998,1
1894079747006628000,https://x.com/obinnaezeah40/status/1894079747006628108,i will go for the  because i am a lover of good music,2025-02-24 17:39:00,0,2,0,0,32.0,cardtonic,208,432,obinnaezeah40,lover good music,2025-02,positive,0.95994204,1
1894079283980574700,https://x.com/bethanhelen8/status/1894079283980574745,i will go for the smart watch because i misplaced mine and i find it easier checking time than using my mobile phone also the fitness app keeps me fit,2025-02-24 17:37:00,0,2,0,0,66.0,cardtonic,574,572,bethanhelen8,smart watch misplaced mine find easier checking time using mobile phone also fitness app keeps fit,2025-02,positive,0.83208674,1
1894078902269551000,https://x.com/Koredechelseafc/status/1894078902269551075,ill go for the wristwatch it will look nice on my arm and also be checking my heart rate,2025-02-24 17:36:00,0,1,0,0,39.0,cardtonic,1258,7359,Koredechelseafc,ill wristwatch look nice arm also checking heart rate,2025-02,positive,0.91857344,1
1894076488351207400,https://x.com/Tujem_Olami/status/1894076488351207471,thanks so much dm sent,2025-02-24 17:26:00,0,2,1,0,56.0,cardtonic,46,228,Tujem_Olami,thanks much dm sent,2025-02,positive,0.9653841,1
1894066721952047400,https://x.com/0doubt_1/status/1894066721952047261,you welcome,2025-02-24 16:47:00,0,0,2,0,31.0,cardtonic,31,114,0doubt_1,welcome,2025-02,positive,0.8339064,1
1893728102372585500,https://x.com/CyiberBro/status/1893728102372585539,hope una no dey whine saving up for a laptop but im hoping yall can do the competition this year itll help me a lot financially,2025-02-23 18:22:00,0,1,0,0,10.0,cardtonic,2,84,CyiberBro,hope una dey whine saving laptop hoping yall competition year itll help lot financially,2025-02,positive,0.91435754,1
1892892194593227000,https://x.com/Amoojnr06/status/1892892194593227016,i uploaded a newly bought gift card on your app and youre telling me its redeemed you guys are the first account i uploaded to,2025-02-21 11:00:00,0,1,0,0,13.0,cardtonic,1,30,Amoojnr06,uploaded newly bought gift card app youre telling redeemed guys first account uploaded,2025-02,positive,0.59453124,1
1892599800060592000,https://x.com/javeon_10/status/1892599800060592189,awwwnnn this is so so sweet   thank you so much,2025-02-20 15:38:00,1,5,3,0,484.0,,32,361,javeon_10,awwwnnn sweet thank much,2025-02,positive,0.98991525,1
1890562828253171700,https://x.com/Segunpvt/status/1890562828253171759,thank you,2025-02-15 00:44:00,0,0,0,0,26.0,cardtonic,359,1158,Segunpvt,thank,2025-02,positive,0.7942998,1
1890473655185834200,https://x.com/javeon_10/status/1890473655185834220,thank you so much,2025-02-14 18:50:00,0,0,0,0,62.0,cardtonic,32,361,javeon_10,thank much,2025-02,positive,0.97797626,1
1890458869664539000,https://x.com/Ejikeonugwu/status/1890458869664538774,happy valentine day please when are you going to announce the valentine competition winners,2025-02-14 17:51:00,0,2,0,0,35.0,cardtonic,579,1601,Ejikeonugwu,happy valentine day please going announce valentine competition winners,2025-02,positive,0.93938446,1
1890458743822774500,https://x.com/temmy_bicky/status/1890458743822774574,happy valentines day cardtonic,2025-02-14 17:51:00,0,1,1,0,20.0,cardtonic,181,351,temmy_bicky,happy valentines day cardtonic,2025-02,positive,0.9848761,1
1890244053830365400,https://x.com/switgem/status/1890244053830365549,this is really impressive i love it,2025-02-14 03:37:00,0,1,0,0,32.0,javeon_10,24,462,switgem,really impressive love,2025-02,positive,0.9912857,1
1890140894894125000,https://x.com/Nurudeeny7832/status/1890140894894125133,nice,2025-02-13 20:48:00,0,1,0,0,18.0,javeon_10,16,887,Nurudeeny7832,nice,2025-02,positive,0.63872,1
1890095414399103200,https://x.com/DabangGodf30130/status/1890095414399103337,awesome,2025-02-13 17:47:00,0,3,1,0,23.0,javeon_10,37,2426,DabangGodf30130,awesome,2025-02,positive,0.77972955,1
1890095271960560000,https://x.com/paschalszn/status/1890095271960560069,so nice,2025-02-13 17:46:00,0,0,1,0,15.0,cardtonic,0,90,paschalszn,nice,2025-02,positive,0.9608406,1
1890095192184930600,https://x.com/jacobsjaysy/status/1890095192184930433,this is sweet awww,2025-02-13 17:46:00,0,2,1,0,28.0,javeon_10,26,1759,jacobsjaysy,sweet awww,2025-02,positive,0.9850778,1
1890095124849570300,https://x.com/aduramigba1822/status/1890095124849570220,very good,2025-02-13 17:46:00,0,0,2,0,9.0,javeon_10,0,76,aduramigba1822,good,2025-02,positive,0.9482112,1
1890094974236307700,https://x.com/NuelAdesewa/status/1890094974236307718,this is lovely,2025-02-13 17:45:00,0,3,1,0,23.0,javeon_10,3,392,NuelAdesewa,lovely,2025-02,positive,0.9851366,1
1890094683277406200,https://x.com/wisdomabraham22/status/1890094683277406235,cool,2025-02-13 17:44:00,0,2,1,0,23.0,javeon_10,7,936,wisdomabraham22,cool,2025-02,positive,0.77158856,1
1890094653271404800,https://x.com/kodac567/status/1890094653271404688,superb,2025-02-13 17:44:00,0,2,1,0,22.0,javeon_10,13,870,kodac567,superb,2025-02,positive,0.6817291,1
1890094567955001600,https://x.com/update731782216/status/1890094567955001561,amazing,2025-02-13 17:43:00,0,0,1,0,8.0,javeon_10,1,160,update731782216,amazing,2025-02,positive,0.7440762,1
1890094452641002000,https://x.com/Muhammadgubio_/status/1890094452641001959,that is awesome,2025-02-13 17:43:00,0,2,1,0,35.0,javeon_10,7,714,Muhammadgubio_,awesome,2025-02,positive,0.98321503,1
1890094428637000200,https://x.com/LekanOlazz/status/1890094428637000176,nice one,2025-02-13 17:43:00,0,3,1,0,31.0,javeon_10,36,2249,LekanOlazz,nice,2025-02,positive,0.8546556,1
1890094330834223400,https://x.com/BobbyObekpa/status/1890094330834223391,wow this is sweet,2025-02-13 17:42:00,0,2,1,0,29.0,javeon_10,9,607,BobbyObekpa,wow sweet,2025-02,positive,0.98421043,1
1890094206590632200,https://x.com/goodnewsnkak779/status/1890094206590632160,really great,2025-02-13 17:42:00,0,0,0,0,8.0,javeon_10,8,314,goodnewsnkak779,really great,2025-02,positive,0.9104672,1
1890094139074834400,https://x.com/adigun124796/status/1890094139074834465,amazing platform,2025-02-13 17:42:00,0,0,0,0,8.0,javeon_10,3,118,adigun124796,amazing platform,2025-02,positive,0.90987605,1
1890090311801856000,https://x.com/javeon_10/status/1890090311801856107,my loveevery moment with you is a beautiful melody a song i never want to end you are my safe place my brightest light and my greatest adventure no words can truly capture how much you mean to me but know thisi choose you always and foreveryours always,2025-02-13 17:27:00,3,42,481,1,2033.0,cardtonic,32,361,javeon_10,loveevery moment beautiful melody song never want end safe place brightest light greatest adventure words truly capture much mean thisi choose always foreveryours always,2025-02,positive,0.9816518,1
1890039107486642200,https://x.com/PeaceI66708/status/1890039107486642179,liked your comment,2025-02-13 14:03:00,0,0,0,0,5.0,temmy_bicky,0,3,PeaceI66708,liked comment,2025-02,positive,0.93639,1
1889959605037625600,https://x.com/ZSgobir/status/1889959605037625582,that good,2025-02-13 08:47:00,0,1,0,0,29.0,temmy_bicky,505,5,ZSgobir,good,2025-02,positive,0.8853586,1
1889932021079875600,https://x.com/treasybea/status/1889932021079875626,nice,2025-02-13 06:58:00,0,1,0,0,36.0,temmy_bicky,17,93,treasybea,nice,2025-02,positive,0.63872,1
1889830325087510500,https://x.com/sampsonfavour69/status/1889830325087510587,a cool nice message,2025-02-13 00:13:00,0,0,0,0,60.0,temmy_bicky,4,461,sampsonfavour69,cool nice message,2025-02,positive,0.9659893,1
1889819939256803600,https://x.com/ezonbuodor69451/status/1889819939256803707,nice  you,2025-02-12 23:32:00,0,1,1,0,19.0,temmy_bicky,5,382,ezonbuodor69451,nice,2025-02,positive,0.7549122,1
1889818804454302000,https://x.com/AhmedSadiy67523/status/1889818804454302047,may god help all first born,2025-02-12 23:28:00,0,1,0,0,19.0,temmy_bicky,14,602,AhmedSadiy67523,may god help first born,2025-02,positive,0.68104756,1
1889813250403082500,https://x.com/FayomadePe7474/status/1889813250403082547,great one,2025-02-12 23:06:00,0,1,1,0,20.0,temmy_bicky,18,312,FayomadePe7474,great,2025-02,positive,0.8761781,1
1889807746507428000,https://x.com/StephenEzichi/status/1889807746507428100,this is really good,2025-02-12 22:44:00,0,1,0,0,20.0,temmy_bicky,18,1483,StephenEzichi,really good,2025-02,positive,0.9892904,1
1889807540898418700,https://x.com/adedeji47194/status/1889807540898418722,it very good and thoughtful,2025-02-12 22:43:00,0,1,0,0,16.0,temmy_bicky,3,285,adedeji47194,good thoughtful,2025-02,positive,0.9797607,1
1889805467851039000,https://x.com/CEmmanuel75711/status/1889805467851038878,good,2025-02-12 22:35:00,0,1,1,0,34.0,temmy_bicky,65,1732,CEmmanuel75711,good,2025-02,positive,0.66302526,1
1889805111536587000,https://x.com/bossmk139/status/1889805111536587019,beautiful,2025-02-12 22:33:00,0,1,0,0,17.0,temmy_bicky,28,1530,bossmk139,beautiful,2025-02,positive,0.9209922,1
1889798834727088400,https://x.com/Happyfaceses/status/1889798834727088402,this is lovely nice one,2025-02-12 22:08:00,0,1,3,0,128.0,temmy_bicky,26,1094,Happyfaceses,lovely nice,2025-02,positive,0.9876741,1
1889787812209205500,https://x.com/KhaleefhaN92375/status/1889787812209205394,nice one,2025-02-12 21:24:00,0,1,0,0,15.0,temmy_bicky,69,862,KhaleefhaN92375,nice,2025-02,positive,0.8546556,1
1889787718789390800,https://x.com/Mrfollow11006/status/1889787718789390785,this is awesome love it,2025-02-12 21:24:00,0,1,0,0,109.0,cardtonic,29,1111,Mrfollow11006,awesome love,2025-02,positive,0.99098724,1
1889784254717997600,https://x.com/Roseberry_cupid/status/1889784254717997511,this is really lovely and sweet,2025-02-12 21:10:00,0,1,0,0,28.0,temmy_bicky,47,1131,Roseberry_cupid,really lovely sweet,2025-02,positive,0.9897012,1
1889781696158974500,https://x.com/johnkieran18/status/1889781696158974432,it takes a special grace to do that congratulations and expecting blessingsfor in every labour there is a reward,2025-02-12 21:00:00,0,1,3,0,218.0,temmy_bicky,25,1432,johnkieran18,takes special grace congratulations expecting blessingsfor every labour reward,2025-02,positive,0.81613046,1
1889779583974576400,https://x.com/Segunpvt/status/1889779583974576276,thank you very much bro for your support,2025-02-12 20:52:00,0,0,1,0,15.0,SteezeVelli,359,1158,Segunpvt,thank much bro support,2025-02,positive,0.97870195,1
1889779043140018400,https://x.com/tuber_the53458/status/1889779043140018369,awesome,2025-02-12 20:50:00,0,1,0,0,18.0,temmy_bicky,12,955,tuber_the53458,awesome,2025-02,positive,0.77972955,1
1889773179293302800,https://x.com/Abdulrafiu28529/status/1889773179293302794,i love you sister you are the one god has chosen for me to be my sister i appreciate all your love and care over me god will amaze you and take you to wear he will not forget to be and we go up up up and never come down,2025-02-12 20:26:00,0,1,4,0,264.0,temmy_bicky,0,20,Abdulrafiu28529,love sister god chosen sister appreciate love care god amaze take wear forget never come,2025-02,positive,0.98522717,1
1889771779763126500,https://x.com/ObinnaOkwor80/status/1889771779763126546,wow this is so lovely,2025-02-12 20:21:00,0,1,0,0,21.0,temmy_bicky,139,582,ObinnaOkwor80,wow lovely,2025-02,positive,0.98800284,1
1889768341075632400,https://x.com/EDETSAMUEL39021/status/1889768341075632280,cool nice message,2025-02-12 20:07:00,0,1,0,0,101.0,temmy_bicky,44,1321,EDETSAMUEL39021,cool nice message,2025-02,positive,0.9620097,1
1889753663486202000,https://x.com/ChidamselG/status/1889753663486202146,please help me like my comment thanks,2025-02-12 19:09:00,0,1,0,0,98.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753603851665700,https://x.com/ChidamselG/status/1889753603851665694,please help me like my comment thanks,2025-02-12 19:09:00,0,0,0,0,13.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753550827229400,https://x.com/ChidamselG/status/1889753550827229436,please help me like my comment thanks,2025-02-12 19:08:00,0,0,0,0,13.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753479578517800,https://x.com/ChidamselG/status/1889753479578517759,please help me like my comment thanks,2025-02-12 19:08:00,0,0,0,0,10.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753430882672600,https://x.com/ChidamselG/status/1889753430882672752,please help me like my comment thanks,2025-02-12 19:08:00,0,0,0,0,9.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753387190620700,https://x.com/ChidamselG/status/1889753387190620614,please help me like my comment thanks,2025-02-12 19:08:00,0,0,0,0,8.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753350444294700,https://x.com/ChidamselG/status/1889753350444294605,please help me like my comment thanks,2025-02-12 19:08:00,0,0,0,0,10.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753302780227800,https://x.com/ChidamselG/status/1889753302780227938,please help me like my comment thanks,2025-02-12 19:07:00,0,0,0,0,11.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753235373671000,https://x.com/ChidamselG/status/1889753235373670785,please help me like my comment thanks,2025-02-12 19:07:00,0,0,0,0,11.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753180071711200,https://x.com/ChidamselG/status/1889753180071711171,please help me like my comment thanks,2025-02-12 19:07:00,0,0,0,0,11.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
1889753114313405000,https://x.com/ChidamselG/status/1889753114313404909,please help me like my comment thanks,2025-02-12 19:07:00,0,0,0,0,23.0,ChidamselG,240,609,ChidamselG,please help like comment thanks,2025-02,positive,0.76995,1
